"Grade","Set Name","Set Type","Part Name","Part URL","Image File","Local Image Path","Sealed PDef","Unsealed PDef","Unseal Fee","Physical Defense","MP Boost","Sealed Variant Name","Sealed Variant URL","Set Bonuses"
"A Grade","Dark Crystal Robe Set","Robe Set","Dark Crystal Gloves - Robe","https://lineage.pmfun.com/item/5767/dark-crystal-gloves--robe.html","armor_t76_g_i00_0.png","images/armor_t76_g_i00_0.png","","","","","","Sealed Dark Crystal Gloves","https://lineage.pmfun.com/item/5290/sealed-dark-crystal-gloves.html","P. Def. +8% | Casting Spd. +15% | Speed +7 | Small decrease in chance of spell interruption | Paralysis Resistance +50% | WIT +2 | MEN -2"
"A Grade","Dark Crystal Robe Set","Robe Set","Dark Crystal Boots - Robe","https://lineage.pmfun.com/item/5779/dark-crystal-boots--robe.html","armor_t76_b_i00_0.png","images/armor_t76_b_i00_0.png","","","","","","Sealed Dark Crystal Boots","https://lineage.pmfun.com/item/5291/sealed-dark-crystal-boots.html","P. Def. +8% | Casting Spd. +15% | Speed +7 | Small decrease in chance of spell interruption | Paralysis Resistance +50% | WIT +2 | MEN -2"
"A Grade","Dark Crystal Robe Set","Robe Set","Dark Crystal Helmet","https://lineage.pmfun.com/item/512/dark-crystal-helmet.html","armor_helmet_i00_0.png","images/armor_helmet_i00_0.png","","","","","","Sealed Dark Crystal Helmet","https://lineage.pmfun.com/item/5289/sealed-dark-crystal-helmet.html","P. Def. +8% | Casting Spd. +15% | Speed +7 | Small decrease in chance of spell interruption | Paralysis Resistance +50% | WIT +2 | MEN -2"
"B Grade","Heavy Zubei Set","Heavy armor","Zubei's Breastplate","https://lineage.pmfun.com/item/357/zubeis-breastplate.html","armor_t64_u_i00_0.png","images/armor_t64_u_i00_0.png","","","","","","","","+ 5.24 % Pdef | + 294 HP"
"B Grade","Heavy Zubei Set","Heavy armor","Zubei's Gaiters","https://lineage.pmfun.com/item/383/zubeis-gaiters.html","armor_t64_l_i00_0.png","images/armor_t64_l_i00_0.png","","","","","","","","+ 5.24 % Pdef | + 294 HP"
"B Grade","Heavy Zubei Set","Heavy armor","Zubei's Gauntlets","https://lineage.pmfun.com/item/612/zubeis-gauntlets.html","armor_t64_g_i00_0.png","images/armor_t64_g_i00_0.png","","","","","","","","+ 5.24 % Pdef | + 294 HP"
"B Grade","Heavy Zubei Set","Heavy armor","Zubei's Boots","https://lineage.pmfun.com/item/554/zubeis-boots.html","armor_t64_b_i00_0.png","images/armor_t64_b_i00_0.png","","","","","","","","+ 5.24 % Pdef | + 294 HP"
"B Grade","Heavy Zubei Set","Heavy armor","Zubei's Helmet","https://lineage.pmfun.com/item/503/zubeis-helmet.html","armor_helmet_i00_0.png","images/armor_helmet_i00_0.png","","","","","","","","+ 5.24 % Pdef | + 294 HP"
"B Grade","Heavy Avadon Set","Heavy armor","Avadon Breastplate","https://lineage.pmfun.com/item/2376/avadon-breastplate.html","armor_t66_u_i00_0.png","images/armor_t66_u_i00_0.png","","","","","","","","+294 HP | with Shield +24% shield defense rate"
"B Grade","Heavy Avadon Set","Heavy armor","Avadon Gaiters","https://lineage.pmfun.com/item/2379/avadon-gaiters.html","armor_t66_l_i00_0.png","images/armor_t66_l_i00_0.png","","","","","","","","+294 HP | with Shield +24% shield defense rate"
"B Grade","Heavy Avadon Set","Heavy armor","Avadon Gloves","https://lineage.pmfun.com/item/2464/avadon-gloves.html","armor_t66_g_i00_0.png","images/armor_t66_g_i00_0.png","","","","","","","","+294 HP | with Shield +24% shield defense rate"
"B Grade","Heavy Avadon Set","Heavy armor","Avadon Boots","https://lineage.pmfun.com/item/600/avadon-boots.html","armor_t66_b_i00_0.png","images/armor_t66_b_i00_0.png","","","","","","","","+294 HP | with Shield +24% shield defense rate"
"B Grade","Heavy Avadon Set","Heavy armor","Avadon Circlet","https://lineage.pmfun.com/item/2415/avadon-circlet.html","armor_leather_helmet_i00_0.png","images/armor_leather_helmet_i00_0.png","","","","","","","","+294 HP | with Shield +24% shield defense rate"
"B Grade","Heavy Avadon Set","Heavy armor","Avadon Shield","https://lineage.pmfun.com/item/673/avadon-shield.html","shield_avadon_shield_i00_0.png","images/shield_avadon_shield_i00_0.png","","","","","","","","+294 HP | with Shield +24% shield defense rate"
"B Grade","Heavy Blue Wolf Set","Heavy armor","Blue Wolf Breastplate","https://lineage.pmfun.com/item/358/blue-wolf-breastplate.html","armor_t68_u_i00_0.png","images/armor_t68_u_i00_0.png","","","","","","","","Speed +7 | HP Regeneration +5.24% | STR +3 | CON -1 | DEX -2"
"B Grade","Heavy Blue Wolf Set","Heavy armor","Blue Wolf Gaiters","https://lineage.pmfun.com/item/2380/blue-wolf-gaiters.html","armor_t68_l_i00_0.png","images/armor_t68_l_i00_0.png","","","","","","","","Speed +7 | HP Regeneration +5.24% | STR +3 | CON -1 | DEX -2"
"B Grade","Heavy Blue Wolf Set","Heavy armor","Blue Wolf Gloves","https://lineage.pmfun.com/item/2487/blue-wolf-gloves.html","armor_t68_g_i00_0.png","images/armor_t68_g_i00_0.png","","","","","","","","Speed +7 | HP Regeneration +5.24% | STR +3 | CON -1 | DEX -2"
"B Grade","Heavy Blue Wolf Set","Heavy armor","Blue Wolf Boots","https://lineage.pmfun.com/item/2439/blue-wolf-boots.html","armor_t68_b_i00_0.png","images/armor_t68_b_i00_0.png","","","","","","","","Speed +7 | HP Regeneration +5.24% | STR +3 | CON -1 | DEX -2"
"B Grade","Heavy Blue Wolf Set","Heavy armor","Blue Wolf Helmet","https://lineage.pmfun.com/item/2416/blue-wolf-helmet.html","armor_leather_helmet_i00_0.png","images/armor_leather_helmet_i00_0.png","","","","","","","","Speed +7 | HP Regeneration +5.24% | STR +3 | CON -1 | DEX -2"
"B Grade","Heavy Doom Set","Heavy armor","Doom Plate Armor","https://lineage.pmfun.com/item/2381/doom-plate-armor.html","armor_t71_ul_i00_0.png","images/armor_t71_ul_i00_0.png","","","","","","","","HP +320 | Breath Gauge increased | STR -3 | CON +3 | With a Doom Shield, shield defense rate +24%"
"B Grade","Heavy Doom Set","Heavy armor","Doom Gloves","https://lineage.pmfun.com/item/2475/doom-gloves.html","armor_t71_g_i00_0.png","images/armor_t71_g_i00_0.png","","","","","","","","HP +320 | Breath Gauge increased | STR -3 | CON +3 | With a Doom Shield, shield defense rate +24%"
"B Grade","Heavy Doom Set","Heavy armor","Boots Of Doom","https://lineage.pmfun.com/item/601/boots-of-doom.html","armor_t71_b_i00_0.png","images/armor_t71_b_i00_0.png","","","","","","","","HP +320 | Breath Gauge increased | STR -3 | CON +3 | With a Doom Shield, shield defense rate +24%"
"B Grade","Heavy Doom Set","Heavy armor","Doom Helmet","https://lineage.pmfun.com/item/2417/doom-helmet.html","armor_leather_helmet_i00_0.png","images/armor_leather_helmet_i00_0.png","","","","","","","","HP +320 | Breath Gauge increased | STR -3 | CON +3 | With a Doom Shield, shield defense rate +24%"
"B Grade","Heavy Doom Set","Heavy armor","Doom Shield","https://lineage.pmfun.com/item/110/doom-shield.html","shield_doom_shield_i00_0.png","images/shield_doom_shield_i00_0.png","","","","","","","","HP +320 | Breath Gauge increased | STR -3 | CON +3 | With a Doom Shield, shield defense rate +24%"
"B Grade","Light Zubei Set","Light Armor","Zubei's Leather Shirt","https://lineage.pmfun.com/item/2384/zubeis-leather-shirt.html","armor_t65_u_i00_0.png","images/armor_t65_u_i00_0.png","","","","","","","","+4 Evasion"
"B Grade","Light Zubei Set","Light Armor","Zubei's Leather Gaiters","https://lineage.pmfun.com/item/2388/zubeis-leather-gaiters.html","armor_t65_l_i00_0.png","images/armor_t65_l_i00_0.png","","","","","","","","+4 Evasion"
"B Grade","Light Zubei Set","Light Armor","Zubei's Gauntlets","https://lineage.pmfun.com/item/612/zubeis-gauntlets.html","armor_t65_g_i00_0.png","images/armor_t65_g_i00_0.png","","","","","","","","+4 Evasion"
"B Grade","Light Zubei Set","Light Armor","Zubei's Boots","https://lineage.pmfun.com/item/554/zubeis-boots.html","armor_t65_b_i00_0.png","images/armor_t65_b_i00_0.png","","","","","","","","+4 Evasion"
"B Grade","Light Zubei Set","Light Armor","Zubei's Helmet","https://lineage.pmfun.com/item/503/zubeis-helmet.html","armor_helmet_i00_0.png","images/armor_helmet_i00_0.png","","","","","","","","+4 Evasion"
"B Grade","Light Avadon Set","Light Armor","Avadon Leather Armor","https://lineage.pmfun.com/item/2390/avadon-leather-armor.html","armor_t67_ul_i00_0.png","images/armor_t67_ul_i00_0.png","","","","","","","","M. Def. +5.25% | Point at which a weight penalty is applied +5795"
"B Grade","Light Avadon Set","Light Armor","Avadon Gloves","https://lineage.pmfun.com/item/2464/avadon-gloves.html","armor_t67_g_i00_0.png","images/armor_t67_g_i00_0.png","","","","","","","","M. Def. +5.25% | Point at which a weight penalty is applied +5795"
"B Grade","Light Avadon Set","Light Armor","Avadon Boots","https://lineage.pmfun.com/item/600/avadon-boots.html","armor_t67_b_i00_0.png","images/armor_t67_b_i00_0.png","","","","","","","","M. Def. +5.25% | Point at which a weight penalty is applied +5795"
"B Grade","Light Avadon Set","Light Armor","Avadon Circlet","https://lineage.pmfun.com/item/2415/avadon-circlet.html","armor_leather_helmet_i00_0.png","images/armor_leather_helmet_i00_0.png","","","","","","","","M. Def. +5.25% | Point at which a weight penalty is applied +5795"
"B Grade","Light Blue Wolf Set","Light Armor","Blue Wolf Leather Armor","https://lineage.pmfun.com/item/2391/blue-wolf-leather-armor.html","armor_t69_ul_i00_0.png","images/armor_t69_ul_i00_0.png","","","","","","","","P. Def. +5.24% | Casting Spd. +15% | INT -2 | MEN +3 | WIT -1"
"B Grade","Light Blue Wolf Set","Light Armor","Blue Wolf Gloves","https://lineage.pmfun.com/item/2487/blue-wolf-gloves.html","armor_t69_g_i00_0.png","images/armor_t69_g_i00_0.png","","","","","","","","P. Def. +5.24% | Casting Spd. +15% | INT -2 | MEN +3 | WIT -1"
"B Grade","Light Blue Wolf Set","Light Armor","Blue Wolf Boots","https://lineage.pmfun.com/item/2439/blue-wolf-boots.html","armor_t69_b_i00_0.png","images/armor_t69_b_i00_0.png","","","","","","","","P. Def. +5.24% | Casting Spd. +15% | INT -2 | MEN +3 | WIT -1"
"B Grade","Light Blue Wolf Set","Light Armor","Blue Wolf Helmet","https://lineage.pmfun.com/item/2416/blue-wolf-helmet.html","armor_leather_helmet_i00_0.png","images/armor_leather_helmet_i00_0.png","","","","","","","","P. Def. +5.24% | Casting Spd. +15% | INT -2 | MEN +3 | WIT -1"
"B Grade","Light Doom Set","Light Armor","Leather Armor Of Doom","https://lineage.pmfun.com/item/2392/leather-armor-of-doom.html","armor_t72_ul_i00_0.png","images/armor_t72_ul_i00_0.png","","","","","","","","Breath Gauge increased | P. Atk. +2.7% | MP Regeneration +2.5% | STR -1 | CON -2 | DEX +3 | Poision Resistance +20%"
"B Grade","Light Doom Set","Light Armor","Doom Gloves","https://lineage.pmfun.com/item/2475/doom-gloves.html","armor_t72_g_i00_0.png","images/armor_t72_g_i00_0.png","","","","","","","","Breath Gauge increased | P. Atk. +2.7% | MP Regeneration +2.5% | STR -1 | CON -2 | DEX +3 | Poision Resistance +20%"
"B Grade","Light Doom Set","Light Armor","Boots Of Doom","https://lineage.pmfun.com/item/601/boots-of-doom.html","armor_t72_b_i00_0.png","images/armor_t72_b_i00_0.png","","","","","","","","Breath Gauge increased | P. Atk. +2.7% | MP Regeneration +2.5% | STR -1 | CON -2 | DEX +3 | Poision Resistance +20%"
"B Grade","Light Doom Set","Light Armor","Doom Helmet","https://lineage.pmfun.com/item/2417/doom-helmet.html","armor_leather_helmet_i00_0.png","images/armor_leather_helmet_i00_0.png","","","","","","","","Breath Gauge increased | P. Atk. +2.7% | MP Regeneration +2.5% | STR -1 | CON -2 | DEX +3 | Poision Resistance +20%"
"B Grade","Zubei Robe Set","Robe Armor","Tunic Of Zubei","https://lineage.pmfun.com/item/2397/tunic-of-zubei.html","armor_t56_u_i00_0.png","images/armor_t56_u_i00_0.png","","","","","","","","M. Atk. +10% | MP Regeneration -5%"
"B Grade","Zubei Robe Set","Robe Armor","Stockings Of Zubei","https://lineage.pmfun.com/item/2402/stockings-of-zubei.html","armor_t56_l_i00_0.png","images/armor_t56_l_i00_0.png","","","","","","","","M. Atk. +10% | MP Regeneration -5%"
"B Grade","Zubei Robe Set","Robe Armor","Zubei's Gauntlets","https://lineage.pmfun.com/item/612/zubeis-gauntlets.html","armor_t56_g_i00_0.png","images/armor_t56_g_i00_0.png","","","","","","","","M. Atk. +10% | MP Regeneration -5%"
"B Grade","Zubei Robe Set","Robe Armor","Zubei's Boots","https://lineage.pmfun.com/item/554/zubeis-boots.html","armor_t56_b_i00_0.png","images/armor_t56_b_i00_0.png","","","","","","","","M. Atk. +10% | MP Regeneration -5%"
"B Grade","Zubei Robe Set","Robe Armor","Zubei's Helmet","https://lineage.pmfun.com/item/503/zubeis-helmet.html","armor_helmet_i00_0.png","images/armor_helmet_i00_0.png","","","","","","","","M. Atk. +10% | MP Regeneration -5%"
"B Grade","Avadon Robe Set","Robe","Avadon Robe","https://lineage.pmfun.com/item/2406/avadon-robe.html","armor_t59_ul_i00_0.png","images/armor_t59_ul_i00_0.png","","","","","","","","P. Def. +5.247% | Casting Spd. +15%"
"B Grade","Avadon Robe Set","Robe","Avadon Gloves","https://lineage.pmfun.com/item/2464/avadon-gloves.html","armor_t59_g_i00_0.png","images/armor_t59_g_i00_0.png","","","","","","","","P. Def. +5.247% | Casting Spd. +15%"
"B Grade","Avadon Robe Set","Robe","Avadon Boots","https://lineage.pmfun.com/item/600/avadon-boots.html","armor_t59_b_i00_0.png","images/armor_t59_b_i00_0.png","","","","","","","","P. Def. +5.247% | Casting Spd. +15%"
"B Grade","Avadon Robe Set","Robe","Avadon Circlet","https://lineage.pmfun.com/item/2415/avadon-circlet.html","armor_leather_helmet_i00_0.png","images/armor_leather_helmet_i00_0.png","","","","","","","","P. Def. +5.247% | Casting Spd. +15%"
"B Grade","Blue Wolf Robe Set","Robe Armor","Blue Wolf Tunic","https://lineage.pmfun.com/item/2398/blue-wolf-tunic.html","armor_t70_u_i00_0.png","images/armor_t70_u_i00_0.png","","","","","","","","MP +206 | MP Regeneration +5.24% | INT -2 | MEN -1 | WIT +3"
"B Grade","Blue Wolf Robe Set","Robe Armor","Blue Wolf Stockings","https://lineage.pmfun.com/item/2403/blue-wolf-stockings.html","armor_t70_l_i00_0.png","images/armor_t70_l_i00_0.png","","","","","","","","MP +206 | MP Regeneration +5.24% | INT -2 | MEN -1 | WIT +3"
"B Grade","Blue Wolf Robe Set","Robe Armor","Blue Wolf Gloves","https://lineage.pmfun.com/item/2487/blue-wolf-gloves.html","armor_t70_g_i00_0.png","images/armor_t70_g_i00_0.png","","","","","","","","MP +206 | MP Regeneration +5.24% | INT -2 | MEN -1 | WIT +3"
"B Grade","Blue Wolf Robe Set","Robe Armor","Blue Wolf Boots","https://lineage.pmfun.com/item/2439/blue-wolf-boots.html","armor_t70_b_i00_0.png","images/armor_t70_b_i00_0.png","","","","","","","","MP +206 | MP Regeneration +5.24% | INT -2 | MEN -1 | WIT +3"
"B Grade","Blue Wolf Robe Set","Robe Armor","Blue Wolf Helmet","https://lineage.pmfun.com/item/2416/blue-wolf-helmet.html","armor_leather_helmet_i00_0.png","images/armor_leather_helmet_i00_0.png","","","","","","","","MP +206 | MP Regeneration +5.24% | INT -2 | MEN -1 | WIT +3"
"B Grade","Doom Robe Set","Robe","Tunic Of Doom","https://lineage.pmfun.com/item/2399/tunic-of-doom.html","armor_t73_u_i00_0.png","images/armor_t73_u_i00_0.png","","","","","","","","Speed + 7 | Breath Gauge increased | MP Regeneration +5.24% | INT +2 | MEN +1 | WIT -3"
"B Grade","Doom Robe Set","Robe","Stockings Of Doom","https://lineage.pmfun.com/item/2404/stockings-of-doom.html","armor_t73_l_i00_0.png","images/armor_t73_l_i00_0.png","","","","","","","","Speed + 7 | Breath Gauge increased | MP Regeneration +5.24% | INT +2 | MEN +1 | WIT -3"
"B Grade","Doom Robe Set","Robe","Doom Gloves","https://lineage.pmfun.com/item/2475/doom-gloves.html","armor_t73_g_i00_0.png","images/armor_t73_g_i00_0.png","","","","","","","","Speed + 7 | Breath Gauge increased | MP Regeneration +5.24% | INT +2 | MEN +1 | WIT -3"
"B Grade","Doom Robe Set","Robe","Boots Of Doom","https://lineage.pmfun.com/item/601/boots-of-doom.html","armor_t73_b_i00_0.png","images/armor_t73_b_i00_0.png","","","","","","","","Speed + 7 | Breath Gauge increased | MP Regeneration +5.24% | INT +2 | MEN +1 | WIT -3"
"B Grade","Doom Robe Set","Robe","Doom Helmet","https://lineage.pmfun.com/item/2417/doom-helmet.html","armor_leather_helmet_i00_0.png","images/armor_leather_helmet_i00_0.png","","","","","","","","Speed + 7 | Breath Gauge increased | MP Regeneration +5.24% | INT +2 | MEN +1 | WIT -3"
"C Grade","Chain Mail Set","Heavy armor","Chain Mail Shirt","https://lineage.pmfun.com/item/354/chain-mail-shirt.html","armor_t48_u_i00_0.png","images/armor_t48_u_i00_0.png","","","","242","0","","","+5.24 % to Dagger Defense | with Shiled +198 HP"
"C Grade","Chain Mail Set","Heavy armor","Chain Gaiters","https://lineage.pmfun.com/item/381/chain-gaiters.html","armor_t48_l_i00_0.png","images/armor_t48_l_i00_0.png","","","","242","0","","","+5.24 % to Dagger Defense | with Shiled +198 HP"
"C Grade","Chain Mail Set","Heavy armor","Chain Hood","https://lineage.pmfun.com/item/2413/chain-hood.html","armor_leather_helmet_i00_0.png","images/armor_leather_helmet_i00_0.png","","","","242","0","","","+5.24 % to Dagger Defense | with Shiled +198 HP"
"C Grade","Chain Mail Set","Heavy armor","Chain Shield","https://lineage.pmfun.com/item/2495/chain-shield.html","shield_chain_shield_i00_0.png","images/shield_chain_shield_i00_0.png","","","","242","0","","","+5.24 % to Dagger Defense | with Shiled +198 HP"
"C Grade","Composite Set","Heavy armor","Composite Armor","https://lineage.pmfun.com/item/60/composite-armor.html","armor_t61_ul_i00_0.png","images/armor_t61_ul_i00_0.png","","","","278","0","","","Point at which a weight penalty is applied +5795 | With a Composite Shield, M. Def. +5.26%"
"C Grade","Composite Set","Heavy armor","Composite Helmet","https://lineage.pmfun.com/item/517/composite-helmet.html","armor_leather_helmet_i00_0.png","images/armor_leather_helmet_i00_0.png","","","","278","0","","","Point at which a weight penalty is applied +5795 | With a Composite Shield, M. Def. +5.26%"
"C Grade","Composite Set","Heavy armor","Composite Shield","https://lineage.pmfun.com/item/107/composite-shield.html","shield_composite_shield_i00_0.png","images/shield_composite_shield_i00_0.png","","","","278","0","","","Point at which a weight penalty is applied +5795 | With a Composite Shield, M. Def. +5.26%"
"C Grade","Full Plate Set","Heavy armor","Full Plate Armor","https://lineage.pmfun.com/item/356/full-plate-armor.html","armor_t62_ul_i00_0.png","images/armor_t62_ul_i00_0.png","","","","297","0","","","HP +270 | With a Full Plate Shield, shield defense rate +5.24%"
"C Grade","Full Plate Set","Heavy armor","Full Plate Helmet","https://lineage.pmfun.com/item/2414/full-plate-helmet.html","armor_leather_helmet_i00_0.png","images/armor_leather_helmet_i00_0.png","","","","297","0","","","HP +270 | With a Full Plate Shield, shield defense rate +5.24%"
"C Grade","Full Plate Set","Heavy armor","Full Plate Shield","https://lineage.pmfun.com/item/2497/full-plate-shield.html","shield_full_plate_shield_i00_0.png","images/shield_full_plate_shield_i00_0.png","","","","297","0","","","HP +270 | With a Full Plate Shield, shield defense rate +5.24%"
"C Grade","Tempered Mithril Set","Light Armor","Mithril Shirt","https://lineage.pmfun.com/item/397/mithril-shirt.html","armor_t47_u_i00_0.png","images/armor_t47_u_i00_0.png","","","","170","0","","","Evasion +4"
"C Grade","Tempered Mithril Set","Light Armor","Tempered Mithril Gaiters","https://lineage.pmfun.com/item/2387/tempered-mithril-gaiters.html","armor_t47_l_i00_0.png","images/armor_t47_l_i00_0.png","","","","170","0","","","Evasion +4"
"C Grade","Tempered Mithril Set","Light Armor","Mithril Boots","https://lineage.pmfun.com/item/62/mithril-boots.html","armor_t47_b_i00_0.png","images/armor_t47_b_i00_0.png","","","","170","0","","","Evasion +4"
"C Grade","Plated Leather Set","Light Armor","Plated Leather","https://lineage.pmfun.com/item/398/plated-leather.html","armor_t47_u_i00_0.png","images/armor_t47_u_i00_0.png","","","","185","0","","","+ 4 STR | - 1 CON"
"C Grade","Plated Leather Set","Light Armor","Plated Leather Gaiters","https://lineage.pmfun.com/item/418/plated-leather-gaiters.html","armor_t47_l_i00_0.png","images/armor_t47_l_i00_0.png","","","","185","0","","","+ 4 STR | - 1 CON"
"C Grade","Plated Leather Set","Light Armor","Plated Leather Boots","https://lineage.pmfun.com/item/2431/plated-leather-boots.html","armor_t47_b_i00_0.png","images/armor_t47_b_i00_0.png","","","","185","0","","","+ 4 STR | - 1 CON"
"C Grade","Theca Leather Set","Light Armor","Theca Leather Armor","https://lineage.pmfun.com/item/400/theca-leather-armor.html","armor_t63_u_i00_0.png","images/armor_t63_u_i00_0.png","","","","209","0","","","P. Def. +5.24%"
"C Grade","Theca Leather Set","Light Armor","Theca Leather Gaiters","https://lineage.pmfun.com/item/420/theca-leather-gaiters.html","armor_t63_l_i00_0.png","images/armor_t63_l_i00_0.png","","","","209","0","","","P. Def. +5.24%"
"C Grade","Theca Leather Set","Light Armor","Theca Leather Boots","https://lineage.pmfun.com/item/2436/theca-leather-boots.html","armor_t63_b_i00_0.png","images/armor_t63_b_i00_0.png","","","","209","0","","","P. Def. +5.24%"
"C Grade","Drake Leather Set","Light Armor","Drake Leather Armor","https://lineage.pmfun.com/item/401/drake-leather-armor.html","armor_t21_ul_i00_0.png","images/armor_t21_ul_i00_0.png","","","","218","0","","","+5.24% Mdef"
"C Grade","Drake Leather Set","Light Armor","Drake Leather Boots","https://lineage.pmfun.com/item/2437/drake-leather-boots.html","armor_t21_b_i00_0.png","images/armor_t21_b_i00_0.png","","","","218","0","","","+5.24% Mdef"
"C Grade","Karmian Set","Robe","Karmian Tunic","https://lineage.pmfun.com/item/439/karmian-tunic.html","armor_t53_u_i00_0.png","images/armor_t53_u_i00_0.png","","","","129","366","","","+ 5.24% Pdef | + 15% Casting Speed"
"C Grade","Karmian Set","Robe","Karmian Stockings","https://lineage.pmfun.com/item/471/karmian-stockings.html","armor_t53_l_i00_0.png","images/armor_t53_l_i00_0.png","","","","129","366","","","+ 5.24% Pdef | + 15% Casting Speed"
"C Grade","Karmian Set","Robe","Karmian Gloves","https://lineage.pmfun.com/item/2454/karmian-gloves.html","armor_t53_g_i00_0.png","images/armor_t53_g_i00_0.png","","","","129","366","","","+ 5.24% Pdef | + 15% Casting Speed"
"C Grade","Demon Set","Robe","Demon's Tunic","https://lineage.pmfun.com/item/441/demons-tunic.html","armor_t54_u_i00_0.png","images/armor_t54_u_i00_0.png","","","","148","461","","","- 270 HP | + 4 INT | -1 WIT"
"C Grade","Demon Set","Robe","Demon's Stockings","https://lineage.pmfun.com/item/472/demons-stockings.html","armor_t54_l_i00_0.png","images/armor_t54_l_i00_0.png","","","","148","461","","","- 270 HP | + 4 INT | -1 WIT"
"C Grade","Demon Set","Robe","Demon's Gloves","https://lineage.pmfun.com/item/2459/demons-gloves.html","armor_t54_g_i00_0.png","images/armor_t54_g_i00_0.png","","","","148","461","","","- 270 HP | + 4 INT | -1 WIT"
"C Grade","Divine Set","Robe","Divine Tunic","https://lineage.pmfun.com/item/442/divine-tunic.html","armor_t57_u_i00_0.png","images/armor_t57_u_i00_0.png","","","","159","510","","","+5.24% Pdef | +170 MP | -1 INT | +1 WIT"
"C Grade","Divine Set","Robe","Divine Stockings","https://lineage.pmfun.com/item/473/divine-stockings.html","armor_t57_l_i00_0.png","images/armor_t57_l_i00_0.png","","","","159","510","","","+5.24% Pdef | +170 MP | -1 INT | +1 WIT"
"C Grade","Divine Set","Robe","Divine Gloves","https://lineage.pmfun.com/item/2463/divine-gloves.html","armor_t57_g_i00_0.png","images/armor_t57_g_i00_0.png","","","","159","510","","","+5.24% Pdef | +170 MP | -1 INT | +1 WIT"
"D Grade","Mithril Set","Heavy armor","Mithril Breastplate","https://lineage.pmfun.com/item/58/mithril-breastplate.html","armor_t19_u_i00_0.png","images/armor_t19_u_i00_0.png","","","","193","0","","","+20 Poison Resistance | with Shield +126 HP"
"D Grade","Mithril Set","Heavy armor","Mithril Gaiters","https://lineage.pmfun.com/item/59/mithril-gaiters.html","armor_t19_l_i00_0.png","images/armor_t19_l_i00_0.png","","","","193","0","","","+20 Poison Resistance | with Shield +126 HP"
"D Grade","Mithril Set","Heavy armor","Helmet","https://lineage.pmfun.com/item/47/helmet.html","armor_helmet_i00_0.png","images/armor_helmet_i00_0.png","","","","193","0","","","+20 Poison Resistance | with Shield +126 HP"
"D Grade","Mithril Set","Heavy armor","Hoplon","https://lineage.pmfun.com/item/628/hoplon.html","shield_hoplon_i00_0.png","images/shield_hoplon_i00_0.png","","","","193","0","","","+20 Poison Resistance | with Shield +126 HP"
"D Grade","Brigandine Set","Heavy armor","Brigandine Tunic","https://lineage.pmfun.com/item/352/brigandine-tunic.html","armor_t43_u_i00_0.png","images/armor_t43_u_i00_0.png","","","","217","0","","","+153 HP | +5% Pdef | with Shield +20 HP"
"D Grade","Brigandine Set","Heavy armor","Brigandine Gaiters","https://lineage.pmfun.com/item/2378/brigandine-gaiters.html","armor_t43_l_i00_0.png","images/armor_t43_l_i00_0.png","","","","217","0","","","+153 HP | +5% Pdef | with Shield +20 HP"
"D Grade","Brigandine Set","Heavy armor","Brigandine Helmet","https://lineage.pmfun.com/item/2411/brigandine-helmet.html","armor_leather_helmet_i00_0.png","images/armor_leather_helmet_i00_0.png","","","","217","0","","","+153 HP | +5% Pdef | with Shield +20 HP"
"D Grade","Brigandine Set","Heavy armor","Brigandine Shield","https://lineage.pmfun.com/item/2493/brigandine-shield.html","shield_brigandine_shield_i00_0.png","images/shield_brigandine_shield_i00_0.png","","","","217","0","","","+153 HP | +5% Pdef | with Shield +20 HP"
"D Grade","Reinforced Leather Set","Light Armor","Reinforced Leather Shirt","https://lineage.pmfun.com/item/394/reinforced-leather-shirt.html","armor_t13_u_i00_0.png","images/armor_t13_u_i00_0.png","","","","143","0","","","MP +80"
"D Grade","Reinforced Leather Set","Light Armor","Reinforced Leather Gaiters","https://lineage.pmfun.com/item/416/reinforced-leather-gaiters.html","armor_t13_l_i00_0.png","images/armor_t13_l_i00_0.png","","","","143","0","","","MP +80"
"D Grade","Reinforced Leather Set","Light Armor","Reinforced Leather Boots","https://lineage.pmfun.com/item/2422/reinforced-leather-boots.html","armor_t13_b_i00_0.png","images/armor_t13_b_i00_0.png","","","","143","0","","","MP +80"
"D Grade","Manticore Set","Light Armor","Manticore Skin Shirt","https://lineage.pmfun.com/item/395/manticore-skin-shirt.html","armor_t42_u_i00_0.png","images/armor_t42_u_i00_0.png","","","","159","0","","","MP +92"
"D Grade","Manticore Set","Light Armor","Manticore Skin Gaiters","https://lineage.pmfun.com/item/417/manticore-skin-gaiters.html","armor_t42_l_i00_0.png","images/armor_t42_l_i00_0.png","","","","159","0","","","MP +92"
"D Grade","Manticore Set","Light Armor","Manticore Skin Boots","https://lineage.pmfun.com/item/2424/manticore-skin-boots.html","armor_t42_b_i00_0.png","images/armor_t42_b_i00_0.png","","","","159","0","","","MP +92"
"D Grade","Knowledge Set","Robe","Tunic Of Knowledge","https://lineage.pmfun.com/item/436/tunic-of-knowledge.html","armor_t41_u_i00_0.png","images/armor_t41_u_i00_0.png","","","","103","239","","","+10% Matk | -5% MP Regeneration"
"D Grade","Knowledge Set","Robe","Stockings Of Knowledge","https://lineage.pmfun.com/item/469/stockings-of-knowledge.html","armor_t41_l_i00_0.png","images/armor_t41_l_i00_0.png","","","","103","239","","","+10% Matk | -5% MP Regeneration"
