Role,ID,Name_EN,Name_RU,Level,Race,EXP,Icon
Monster,androscorpio,"Androscorpio","Зеркальная Кошка",29,Beast,1492,/skill4292.webp
Monster,ant_larva,"Ant Larva","Личинка Муравья",29,Bug,1368,/skill4301.webp
Monster,ol_mahum_commander,"Ol Mahum Commander","Командир Гноллов",29,Humanoid,1583,/skill4295.webp
Monster,marsh_stakato,"Marsh Stakato","Болотный Стакато",29,Humanoid,1811,/skill4295.webp
Monster,ol_mahum_champion,"Ol Mahum Champion","Чемпион Гноллов",29,Humanoid,1509,/skill4295.webp
Monster,skeleton_rapid_shooter,"Skeleton Marauder","Скелет Мародер",29,Undead,1568,/skill4290.webp
Monster,neer_crawler_frak,"Neer Ghoul Berserker","Вурдалак Берсерк",29,Undead,1522,/skill4290.webp
Monster,ol_mahum_sergeant,"Ol Mahum Sergeant","Сержант Гноллов",29,Humanoid,2776,/skill4295.webp
Monster,delu_lizardman_scout,"Delu Lizardman Scout","Разведчик Ящеров Делу",29,Humanoid,1477,/skill4295.webp
Monster,turek_orc_shaman,"Turek Orc Shaman","Шаман Орков Турек",29,Humanoid,2776,/skill4295.webp
Monster,patin,"Patin Archer","Костяной Стрелок",29,Undead,2454,/skill4290.webp
Monster,ritmal,"Ritmal Swordsman","Призрачный Мечник",29,Undead,2626,/skill4290.webp
Monster,roxide_fellow,"Roxide Cohort","Свита Демонессы",29,Undead,3240,/skill4290.webp
Monster,fire_archer,"Fire Archer","Огненный Стрелок",29,Undead,3354,/skill4290.webp
Monster,singing_wind,"Singing Wind","Поющий Ветер",29,Elemental,1522,/skill4296.webp
Monster,iron_ore_golem,"Iron Ore Golem","Голем из Железной Руды",29,Construct,1268,/skill4291.webp
Monster,grave_keeper_spartoi,"Grave Keeper Spartoi","Скелет Хранитель Могил",29,Undead,3710,/skill4290.webp
Monster,grave_robber_swordscout,"Grave Robber Guard","Страж Грабителей Могил",29,Humanoid,1559,/skill4295.webp
Monster,grudge_private,"Ghost of a Soldier","Призрак Солдата",29,Undead,1699,/skill4290.webp
Monster,dusk_1_box,"Treasures of the Festival","Сокровища Фестиваля",30,Construct,90,/skill4291.webp
Monster,dawn_1_box,"Treasures of the Festival","Сокровища Фестиваля",30,Construct,90,/skill4291.webp
Monster,fishing_blocker_3,"Caught Rakul","Пойманный Мурлок",30,Undead,1550,/skill4290.webp
Monster,androscorpio_hunter,"Androscorpio Hunter","Зеркальная Кошка Охотник",30,Beast,1571,/skill4292.webp
Monster,whispering_wind,"Whispering Wind","Шепчущий Ветер",30,Elemental,1571,/skill4296.webp
Monster,ant,"Ant","Муравей",30,Bug,1571,/skill4301.webp
Monster,silenos,"Silenos","Фавн",30,Humanoid,1571,/skill4295.webp
Monster,skeleton_raider,"Skeleton Raider","Скелет Налетчик",30,Undead,1602,/skill4290.webp
Monster,amber_basilisk,"Amber Basilisk","Янтарный Василиск",30,Beast,1869,/skill4292.webp
Monster,ol_mahum_chief_leader,"Ol Mahum Captain","Вожак Гноллов",30,Humanoid,2980,/skill4295.webp
Monster,weird_bee,"Stinger Wasp","Жалящая Оса",30,Bug,1745,/skill4301.webp
Monster,delu_lizardman_warrior,"Delu Lizardman Warrior","Воин Ящеров Делу",30,Humanoid,1586,/skill4295.webp
Monster,binding,"Arachnid Hunter","Арахнид Охотник",30,Undead,1469,/skill4290.webp
Monster,turek_orc_warlord,"Turek Orc Warlord","Полководец Орков Турек",30,Humanoid,3338,/skill4295.webp
Monster,salamander_lakin,"Lakin Salamander","Саламандра Лакин",30,Elemental,2566,/skill4296.webp
Monster,undine_lakin,"Lakin Undine","Ундина Лакин",30,Elemental,3443,/skill4296.webp
Monster,talakin,"Talakin","Гнолл Латник",30,Humanoid,2364,/skill4295.webp
Monster,male_lizardman_matriarch,"Maille Lizardman Matriarch","Матриарх Ящеров Мэль",30,Humanoid,1025,/skill4295.webp
Monster,hatu_weird_bee,"Hatu Weird Bee","Астральная Пчела Хату",30,Bug,881,/skill4301.webp
Monster,ol_mahum_van_grunt,"Ol Mahum Van Grunt","Воитель Авангарда Гноллов",30,Humanoid,1571,/skill4295.webp
Monster,plain_observer,"Watchman of the Plains","Смотритель Равнин",30,Construct,1602,/skill4291.webp
Monster,greedy_geist,"Greedy Geist","Призрак Алчности",30,Undead,1361,/skill4290.webp
Monster,lith_guard,"Lith Guard","Страж Лит",30,Demonic,4532,/skill4298.webp
Monster,gigant_trooper,"Gigant Footman","Пехотинец Гигант",30,Angel,4532,/skill4297.webp
Monster,martyrium_sentinel,"Hallowed Sentinel","Посвященный Часовой",30,Undead,3829,/skill4290.webp
Monster,barrow_sentinel,"Barrow Sentinel","Часовой Кургана",30,Undead,3829,/skill4290.webp
Monster,r00_invader_soldier_a,"Otherworldly Invader Soldier","Солдат Потусторонних Захватчиков",30,Undead,4372,/skill4290.webp
Monster,r01_invader_priest,"Otherworldly Invader Priest","Жрец Потусторонних Захватчиков",30,Undead,3023,/skill4290.webp
Monster,r02_invader_martyr,"Otherworldly Invader Martyrs","Мученик Потусторонних Захватчиков",30,Undead,3054,/skill4290.webp
Monster,r03_invader_soldier_c,"Otherworldly Invader Soldier","Солдат Потусторонних Захватчиков",30,Undead,3215,/skill4290.webp
Monster,r05_invader_elite_e,"Otherworldly Invader Elite Soldier","Элитный Солдат Потусторонних Захватчиков",30,Undead,778,/skill4290.webp
Monster,r06_invader_elite_f,"Otherworldly Invader Elite Soldier","Элитный Солдат Потусторонних Захватчиков",30,Undead,6988,/skill4290.webp
Monster,r07_invader_elite_h,"Otherworldly Invader Elite Soldier","Элитный Солдат Потусторонних Захватчиков",30,Undead,6889,/skill4290.webp
Monster,thief_fighter,"Grave Robber Fighter","Боец Грабителей Могил",30,Humanoid,1641,/skill4295.webp
Monster,brigand_sweeper,"Bandit Sweeper","Бандит Чистильщик",30,Humanoid,1750,/skill4295.webp
Monster,unicorn_of_eva,"Unicorn Of Eva","Единорог Евы",30,Elemental,,/skill4296.webp
Monster,cave_basilisk,"Cave Basilisk","Пещерный Василиск",30,Beast,,/skill4292.webp
Monster,black_willow,"Black Willow","Черная Ива",30,Plant,,/skill4294.webp
Monster,treasure_box_30,"Treasure Chest","Сундук с Сокровищами",30,Others,,/skill4416_etc.webp
Monster,mimic_30,"Treasure Chest","Сундук с Сокровищами",30,Others,1080,/skill4416_etc.webp
Monster,r04_invader_mimic,"Otherworldly Invader Food","Сундук Потусторонних Захватчиков",30,Others,1309,/skill4416_etc.webp
Monster,ant_captain,"Ant Captain","Вожак Муравьев",31,Bug,1711,/skill4301.webp
Monster,strain,"Strain","Раб",31,Undead,1661,/skill4290.webp
Monster,marsh_stakato_worker,"Marsh Stakato Worker","Рабочий Болотных Стакато",31,Humanoid,1996,/skill4295.webp
Monster,turak_bugbear,"Turak Bugbear","Людоед Турак",31,Giant,1677,/skill4300.webp
Monster,batur_orc,"Batur Orc","Орк Батур",31,Humanoid,1398,/skill4295.webp
Monster,breka_orc,"Breka Orc","Орк Брека",31,Humanoid,1677,/skill4295.webp
Monster,flame_viewer,"Sentinel Of Water","Страж Воды",31,Construct,2600,/skill4291.webp
Monster,water_observer,"Sentinel Of Water","Лик Воды",31,Construct,2625,/skill4291.webp
Monster,wild_desperado_fellow,"Young Gigantiops","Молодой Гигантиопс",31,Bug,2475,/skill4301.webp
Monster,magical_eye,"Magical Eye","Магический Лик",31,Construct,2084,/skill4291.webp
Monster,oddly_stone_golem,"Roughly Hewn Rock Golem","Черный Голем",31,Construct,1677,/skill4291.webp
Monster,pit_tomb_corpse_eater,"Catacomb Scavenger Bat","Летучий Падальщик Катакомб",31,Animal,4170,/skill4293.webp
Monster,grudge_fighter,"Ghost of a Loyal Vassal","Призрак Верного Вассала",31,Undead,1910,/skill4290.webp
Monster,brigand_hound,"Bandit Hound","Гончая Бандитов",31,Animal,1501,/skill4293.webp
Monster,dusk_1_1_corner_private,"Offering of the Branded","Жертва Заклейменного",32,Humanoid,1524,/skill4295.webp
Monster,dusk_1_3_mid_archer,"Offering of Branded Marksman","Зверолов Жертва Заклейменного",32,Humanoid,1266,/skill4295.webp
Monster,dawn_1_1_corner_private,"Offering of the Branded","Жертва Заклейменного",32,Humanoid,1524,/skill4295.webp
Monster,dawn_1_3_mid_archer,"Offering of Branded Marksman","Зверолов Жертва Заклейменного",32,Humanoid,1266,/skill4295.webp
Monster,ant_overseer,"Ant Overseer","Муравей Надзиратель",32,Bug,2881,/skill4301.webp
Monster,harpy,"Harpy","Гарпия",32,Beast,1805,/skill4292.webp
Monster,king_bugbear,"King Bugbear","Король Людоедов",32,Giant,1519,/skill4300.webp
Monster,succubus,"Succubus","Суккуб",32,Demonic,1519,/skill4298.webp
Monster,ghoul,"Ghoul","Вурдалак",32,Undead,2502,/skill4290.webp
Monster,inpicio,"Toad Lord","Повелитель Жаб",32,Animal,1946,/skill4293.webp
Monster,batur_orc_archer,"Batur Orc Archer","Стрелок Орков Батур",32,Humanoid,1921,/skill4295.webp
Monster,breka_orc_archer,"Breka Orc Archer","Стрелок Орков Брека",32,Humanoid,2305,/skill4295.webp
Monster,skeleton_knight,"Skeleton Knight","Скелет Рыцарь",32,Undead,1519,/skill4290.webp
Monster,dre_vanul_konfil,"Dre Vanul Warrior","Воин Дре Ванул",32,Demonic,2770,/skill4298.webp
Monster,sucubuss_kanil,"Kanil Succubus","Живучий Суккуб",32,Demonic,2919,/skill4298.webp
Monster,roxide,"Roxide","Демонесса",32,Demonic,3504,/skill4298.webp
Monster,death_fire,"Death Fire","Пламя Смерти",32,Demonic,3504,/skill4298.webp
Monster,hatu_dire_wolf,"Hatu Dire Wolf","Жуткий Волк Хату",32,Animal,836,/skill4293.webp
Monster,ol_mahum_van_archer,"Ol Mahum Van Archer","Стрелок Авангарда Гноллов",32,Humanoid,2305,/skill4295.webp
Monster,delu_lizardman_q_master,"Delu Lizardman Supplier","Приспешник Ящеров Делу",32,Humanoid,2106,/skill4295.webp
Monster,martyrium_monk,"Hallowed Monk","Посвященный Монах",32,Undead,4443,/skill4290.webp
Monster,barrow_monk,"Barrow Monk","Монах Кургана",32,Undead,4443,/skill4290.webp
Monster,grudge_general,"Ghost of a General","Призрак Генерала",32,Undead,2035,/skill4290.webp
Monster,brigand_watcher,"Bandit Watchman","Бандит Наблюдатель",32,Humanoid,2056,/skill4295.webp
Monster,tatoma,"Tatoma","Татома",32,Giant,,/skill4300.webp
Monster,noble_ant_lesser,"Male Ant","Муравей Самец",32,Bug,,/skill4301.webp
Monster,dusk_1_2_light_prv,"Offering of the Branded, Evoked Spirit","Призванный Дух Жертва Заклейменного",33,Humanoid,1751,/skill4295.webp
Monster,dawn_1_2_light_prv,"Offering of the Branded, Evoked Spirit","Призванный Дух Жертва Заклейменного",33,Humanoid,1751,/skill4295.webp
Monster,ant_recruit,"Ant Recruit","Муравей Рекрут",33,Bug,1742,/skill4301.webp
Monster,granitic_golem,"Granite Golem","Гранитный Голем",33,Construct,2687,/skill4291.webp
Monster,troll,"Troll","Тролль",33,Giant,1600,/skill4300.webp
Monster,marsh_stakato_soldier,"Marsh Stakato Soldier","Солдат Болотных Стакато",33,Humanoid,1901,/skill4295.webp
Monster,turak_bugbear_warrior,"Turak Bugbear Warrior","Воин Людоедов Турак",33,Giant,3606,/skill4300.webp
Monster,batur_orc_warrior,"Batur Orc Warrior","Воин Орков Батур",33,Humanoid,1922,/skill4295.webp
Monster,breka_orc_warrior,"Breka Orc Warrior","Воин Орков Брека",33,Humanoid,2307,/skill4295.webp
Monster,salamander_rowin,"Salamander Rowin","Саламандра Ровин",33,Elemental,3166,/skill4296.webp
Monster,undine_rowin,"Rowin Undine","Ундина Ровин",33,Elemental,3005,/skill4296.webp
Monster,lesser_warlike_tyrant,"Lesser Warlike Tyrant","Младший Воинственный Тиран",33,Beast,2385,/skill4292.webp
Monster,delu_lizardman_agent,"Delu Lizardman Special Agent","Агент Ящеров Делу",33,Humanoid,2427,/skill4295.webp
Monster,lith_medium,"Lith Medium","Медиум Лит",33,Demonic,5231,/skill4298.webp
Monster,gigant_cleric,"Gigant Cleric","Клерик Гигант",33,Angel,5231,/skill4297.webp
Monster,r00_invader_archer,"Otherworldly Invader Archer","Стрелок Потусторонних Захватчиков",33,Undead,4478,/skill4290.webp
Monster,r01_invader_shaman,"Otherworldly Invader Shaman","Шаман Потусторонних Захватчиков",33,Undead,5654,/skill4290.webp
Monster,r02_invader_warrior_a,"Otherworldly Invader Warrior","Воин Потусторонних Захватчиков",33,Undead,3635,/skill4290.webp
Monster,r03_invader_zealot,"Otherworldly Invader Discipline","Апостол Потусторонних Захватчиков",33,Undead,3828,/skill4290.webp
Monster,r05_invader_warrior_b,"Otherworldly Invader Warrior","Воин Потусторонних Захватчиков",33,Undead,8716,/skill4290.webp
Monster,r06_invader_elite_g,"Otherworldly Invader Elite Soldier","Элитный Солдат Потусторонних Захватчиков",33,Undead,8456,/skill4290.webp
Monster,r07_invader_mage_b,"Otherworldly Invader Magus","Маг Потусторонних Захватчиков",33,Undead,8062,/skill4290.webp
Monster,elder_batur_grudge,"Ghost of a Batur Chief","Призрак Лидера Батур",33,Undead,2337,/skill4290.webp
Monster,elder_batur_grudge2,"Ghost of a Batur Chief","Призрак Лидера Батур",33,Undead,2337,/skill4290.webp
Monster,elder_morek_grudge,"Ghost of a Morek Chief","Призрак Лидера Морек",33,Undead,2337,/skill4290.webp
Monster,elder_morek_grudge2,"Ghost of a Morek Chief","Призрак Лидера Морек",33,Undead,2337,/skill4290.webp
Monster,elder_turka_gudege,"Ghost of a Turka Chief","Призрак Лидера Турка",33,Undead,2337,/skill4290.webp
Monster,elder_turka_gudege2,"Ghost of a Turka Chief","Призрак Лидера Турка",33,Undead,2337,/skill4290.webp
Monster,sirasoni_snow,"Snow Lynx","Снежная Рысь",33,Beast,1701,/skill4292.webp
Monster,enku_orc_overlord,"Enku Orc Overlord","Владыка Орков Энку",33,Humanoid,,/skill4295.webp
Monster,neer_bodyguard,"Neer Bodyguard","Телохранитель Нир",33,Undead,,/skill4290.webp
Monster,handmaiden_of_stenoa,"Handmaiden Of Stenoa","Служанка Стеноа",33,Beast,,/skill4292.webp
Monster,treasure_box_33,"Treasure Chest","Сундук с Сокровищами",33,Others,,/skill4416_etc.webp
Monster,mimic_33,"Treasure Chest","Сундук с Сокровищами",33,Others,1307,/skill4416_etc.webp
Monster,r04_invader_box_a,"Otherworldly Invader Food","Сундук Потусторонних Захватчиков",33,Others,,/skill4416_etc.webp
Monster,dusk_1_1_corner_leader,"Offering of Branded Elder","Старшая Жертва Заклейменного",34,Humanoid,1755,/skill4295.webp
Monster,dusk_1_2_light_trp_2,"Offering of Branded Zealot","Зилот Жертва Заклейменного",34,Humanoid,1651,/skill4295.webp
Monster,dusk_1_4_last_trp_1,"Offering of Branded Disciple","Ученик Жертва Заклейменного",34,Humanoid,1651,/skill4295.webp
Monster,dawn_1_1_corner_leader,"Offering of Branded Elder","Старшая Жертва Заклейменного",34,Humanoid,1720,/skill4295.webp
Monster,dawn_1_2_light_trp_2,"Offering of Branded Zealot","Зилот Жертва Заклейменного",34,Humanoid,1651,/skill4295.webp
Monster,dawn_1_4_last_trp_1,"Offering of Branded Disciple","Ученик Жертва Заклейменного",34,Humanoid,1651,/skill4295.webp
Monster,ant_patrol,"Ant Patrol","Муравей Дозорный",34,Bug,2001,/skill4301.webp
Monster,puncher,"Puncher","Громила",34,Construct,2910,/skill4291.webp
Monster,medusa,"Medusa","Медуза",34,Beast,2058,/skill4292.webp
Monster,dead_seeker,"Dead Seeker","Поедатель Мертвечины",34,Animal,1998,/skill4293.webp
Monster,turmak,"Bloody Axe Turmak","Турмак Кровавый Топор",34,Humanoid,3528,/skill4295.webp
Monster,marsh_spider,"Marsh Spider","Болотный Паук",34,Bug,2241,/skill4301.webp
Monster,batur_orc_shaman_a,"Batur Orc Shaman","Шаман Орков Батур",34,Humanoid,1681,/skill4295.webp
Monster,breka_orc_shaman,"Breka Orc Shaman","Шаман Орков Брека",34,Humanoid,2018,/skill4295.webp
Monster,turek_orc_elder,"Turek Orc Elder","Старший Орк Турек",34,Humanoid,2058,/skill4295.webp
Monster,ol_mahum_lord,"Ol Mahum Lord","Повелитель Гноллов",34,Humanoid,4233,/skill4295.webp
Monster,hatu_brown_bear,"Hatu Brown Bear","Бурый Медведь Хату",34,Animal,1317,/skill4293.webp
Monster,ol_mahum_van_lader,"Ol Mahum Van Leader","Лидер Авангарда Гноллов",34,Humanoid,2449,/skill4295.webp
Monster,cursed_observer,"Cursed Seer","Проклятый Пророк",34,Construct,2058,/skill4291.webp
Monster,pit_tomb_stalker,"Catacomb Shadow","Тень Катакомб",34,Demonic,5016,/skill4298.webp
Monster,brigand_undertaker,"Bandit Undertaker","Бандит Могильщик",34,Humanoid,2081,/skill4295.webp
Monster,harpy_martriarch,"Harpy Matriarch","Гарпия Матриарх",34,Beast,,/skill4292.webp
Monster,queen_of_succubus,"Succubus Queen","Королева Суккубов",34,Demonic,,/skill4298.webp
Monster,dusk_1_5_mid_bomb,"Flame of the Branded","Пламя Заклейменного",35,Construct,4894,/skill4291.webp
Monster,dawn_1_5_mid_bomb,"Flame of the Branded","Пламя Заклейменного",35,Construct,4894,/skill4291.webp
Monster,ant_guard,"Ant Guard","Муравей Страж",35,Bug,1782,/skill4301.webp
Monster,ant_soldier,"Ant Soldier","Муравей Солдат",35,Bug,4274,/skill4301.webp
Monster,hanged_man_ripper,"Hangman Tree","Висельное Дерево",35,Plant,2181,/skill4294.webp
Monster,twin_headed_giant,"Two-Headed Giant","Двухголовый Гигант",35,Giant,1799,/skill4300.webp
Monster,wyrm,"Wyrm","Змей",35,Dragon,2181,/skill4299.webp
Monster,tyrant,"Tyrant","Тиран",35,Beast,2138,/skill4292.webp
Monster,marsh_stakato_drone,"Marsh Stakato Drone","Трутень Болотных Стакато",35,Humanoid,2268,/skill4295.webp
Monster,batur_orc_overlord,"Batur Orc Overlord","Владыка Орков Батур",35,Humanoid,2163,/skill4295.webp
Monster,breka_orc_overlord,"Breka Orc Overlord","Владыка Орков Брека",35,Humanoid,2857,/skill4295.webp
Monster,field_stalker,"Field Stalker","Сталкер",35,Construct,2175,/skill4291.webp
Monster,leto_lizardman,"Leto Lizardman","Ящер Лито",35,Humanoid,2138,/skill4295.webp
Monster,wild_desperado,"Gigantiops","Гигантиопс",35,Bug,3218,/skill4301.webp
Monster,bloody_axe_elite,"Bloody Axe Elite","Кровавый Топор",35,Humanoid,2159,/skill4295.webp
Monster,delu_lizardman_shaman,"Delu Lizardman Shaman","Шаман Ящеров Делу",35,Humanoid,2138,/skill4295.webp
Monster,dread_wolf,"Dread Wolf","Грозный Волк",35,Animal,981,/skill4293.webp
Monster,rakul,"Rakul","Мурлок",35,Undead,2544,/skill4290.webp
Monster,wasp_worker,"Wasp Worker","Рабочая Оса",35,Bug,991,/skill4301.webp
Monster,warlkie_tyrant,"Warlike Tyrant","Воинственный Тиран",35,Beast,2631,/skill4292.webp
Monster,delu_lizardman_commander,"Delu Lizardman Commander","Командир Ящеров Делу",35,Humanoid,4354,/skill4295.webp
Monster,vault_sentinel,"Vault Sentinel","Часовой Подземелья",35,Fairy,5603,/skill4302.webp
Monster,grave_sentinel,"Grave Sentinel","Часовой Могил",35,Fairy,5603,/skill4302.webp
Monster,dread_wolf_a,"Dread Wolf","Грозный Волк",35,Animal,1382,/skill4293.webp
Monster,r00_invader_soldier_b,"Otherworldly Invader Soldier","Солдат Потусторонних Захватчиков",35,Undead,6221,/skill4290.webp
Monster,r01_invader_elite_a,"Otherworldly Invader Elite Soldier","Элитный Солдат Потусторонних Захватчиков",35,Undead,5178,/skill4290.webp
Monster,r02_invader_mage_a,"Otherworldly Invader Magus","Маг Потусторонних Захватчиков",35,Undead,4089,/skill4290.webp
Monster,r03_invader_beserker,"Otherworldly Invader Berserker","Берсерк Потусторонних Захватчиков",35,Undead,5356,/skill4290.webp
Monster,r04_invader_elite_b,"Otherworldly Invader Elite Soldier","Элитный Солдат Потусторонних Захватчиков",35,Undead,9595,/skill4290.webp
Monster,r04_invader_elite_c,"Otherworldly Invader Elite Soldier","Элитный Солдат Потусторонних Захватчиков",35,Undead,9777,/skill4290.webp
Monster,r05_invader_elite_d,"Otherworldly Invader Elite Soldier","Элитный Солдат Потусторонних Захватчиков",35,Undead,381,/skill4290.webp
Monster,r07_invader_elite_i,"Otherworldly Invader Elite Soldier","Элитный Солдат Потусторонних Захватчиков",35,Undead,9377,/skill4290.webp
Monster,brigand_assassin,"Bandit Assassin","Бандит Ассасин",35,Humanoid,2470,/skill4295.webp
Monster,lava_salamander,"Lava Salamander","Лавовая Саламандра",35,Elemental,,/skill4296.webp
Monster,nahir,"Nahir","Нахир",35,Demonic,,/skill4298.webp
Monster,spirit_of_sir_herod,"Spirit of Sir Herod","Дух Сэра Херода",35,Undead,,/skill4290.webp
Monster,leto_lizardman_agent,"Leto Lizardman Agent","Агент Ящеров Лито",35,Humanoid,,/skill4295.webp
Monster,marsh_stakato_marquess,"Marsh Stakato Marquess","Маркиз Болотных Стакато",35,Humanoid,,/skill4295.webp
Monster,r06_invader_box_b,"Otherworldly Invader Food","Сундук Потусторонних Захватчиков",35,Others,,/skill4416_etc.webp
Monster,ant_warrior_captain,"Ant Warrior Captain","Вожак Муравьев Воинов",36,Bug,4763,/skill4301.webp
Monster,tyrant_kingpin,"Tyrant Kingpin","Главный Тиран",36,Beast,2307,/skill4292.webp
Monster,marsh_stakato_queen,"Marsh Stakato Queen","Королева Болотных Стакато",36,Humanoid,2288,/skill4295.webp
Monster,guardian_basilisk,"Guardian Basilisk","Василиск Стражник",36,Beast,2352,/skill4292.webp
Monster,leto_lizardman_archer,"Leto Lizardman Archer","Стрелок Ящеров Лито",36,Humanoid,2330,/skill4295.webp
Monster,scout_of_plain,"Scout of the Plains","Разведчик Равнин",36,Humanoid,3192,/skill4295.webp
Monster,tasaba_lizardman,"Tasaba Lizardman","Ящер Тасаба",36,Humanoid,1111,/skill4295.webp
Monster,crokian,"Crokian","Крок",36,Humanoid,2399,/skill4295.webp
Monster,hatu_onyx_beast,"Hatu Onyx Beast","Ониксовый Зверь Хату",36,Beast,1221,/skill4292.webp
Monster,lith_warlord,"Lith Overlord","Владыка Лит",36,Demonic,6677,/skill4298.webp
Monster,gigant_officer,"Gigant Officer","Офицер Гигант",36,Angel,6677,/skill4297.webp
Monster,cave_ant_lava_4,"Cave Ant Larva","Личинка Пещерного Муравья",36,Bug,1904,/skill4301.webp
Monster,cave_ant_lava_2a,"Cave Ant Larva","Личинка Пещерного Муравья",36,Bug,,/skill4301.webp
Monster,cave_ant_lava_2b,"Cave Ant Larva","Личинка Пещерного Муравья",36,Bug,,/skill4301.webp
Monster,cave_ant_lava_2d,"Cave Ant Larva","Личинка Пещерного Муравья",36,Bug,3541,/skill4301.webp
Monster,tasaba_lizardman_a,"Tasaba Lizardman","Ящер Тасаба",36,Humanoid,1635,/skill4295.webp
Monster,brigand_fighter,"Bandit Warrior","Бандит Воин",36,Humanoid,2825,/skill4295.webp
Monster,road_collector,"Road Collector","Дорожный Сборщик",36,Humanoid,,/skill4295.webp
Monster,delu_lizardman_assassin,"Delu Lizardman Assassin","Ассасин Ящеров Делу",36,Humanoid,,/skill4295.webp
Monster,shyslassys,"Shyslassys","Шисласис",36,Beast,,/skill4292.webp
Monster,gorr,"Gorr","Горр",36,Beast,,/skill4292.webp
Monster,baraham,"Baraham","Барахам",36,Beast,,/skill4292.webp
Monster,leto_lizardman_sniper,"Leto Lizardman Sniper","Снайпер Ящеров Лито",36,Humanoid,,/skill4295.webp
Monster,ol_mahum_betrayer,"Ol Mahum Betrayer","Гнолл Предатель",36,Humanoid,,/skill4295.webp
Monster,crimsha_werewolf,"Crimson Werewolf","Багровый Оборотень",36,Humanoid,,/skill4295.webp
Monster,krudel_lizardman,"Krudel Lizardman","Ящер Крудел",36,Humanoid,,/skill4295.webp
Monster,breka_overlord_haka,"Breka Overlord Haka","Владыка Брека Хака",36,Humanoid,,/skill4295.webp
Monster,breka_overlord_jaka,"Breka Overlord Jaka","Владыка Брека Яка",36,Humanoid,,/skill4295.webp
Monster,breka_overlord_marka,"Breka Overlord Marka","Владыка Брека Марка",36,Humanoid,,/skill4295.webp
Monster,crimsha_werewolf_f,"Crimson Werewolf","Багровый Оборотень",36,Humanoid,,/skill4295.webp
Monster,krudel_lizardman_f,"Krudel Lizardman","Ящер Крудел",36,Humanoid,,/skill4295.webp
Monster,treasure_box_36,"Treasure Chest","Сундук с Сокровищами",36,Others,,/skill4416_etc.webp
Monster,mimic_36,"Treasure Chest","Сундук с Сокровищами",36,Others,1555,/skill4416_etc.webp
Monster,dusk_1_2_heavy_trp_2,"Offering of Branded Berserker","Берсерк Жертва Заклейменного",37,Humanoid,2277,/skill4295.webp
Monster,dawn_1_2_heavy_trp_2,"Offering of Branded Berserker","Берсерк Жертва Заклейменного",37,Humanoid,2277,/skill4295.webp
Monster,noble_ant,"Noble Ant","Элитный Муравей",37,Bug,1991,/skill4301.webp
Monster,road_scavenger,"Road Scavenger","Придорожный Падальщик",37,Humanoid,2389,/skill4295.webp
Monster,leto_lizardman_soldier,"Leto Lizardman Soldier","Солдат Ящеров Лито",37,Humanoid,2437,/skill4295.webp
Monster,tasaba_lizardman_shaman,"Tasaba Lizardman Shaman","Шаман Ящеров Тасаба",37,Humanoid,1075,/skill4295.webp
Monster,dailaon,"Dailaon","Кайман",37,Humanoid,3081,/skill4295.webp
Monster,wasp_leader,"Wasp Leader","Оса Лидер",37,Bug,1086,/skill4301.webp
Monster,vault_monk,"Vault Monk","Монах Подземелья",37,Demonic,5940,/skill4298.webp
Monster,grave_monk,"Grave Monk","Монах Могил",37,Demonic,5940,/skill4298.webp
Monster,cave_ant_2a,"Cave Ant","Пещерный Муравей",37,Bug,4042,/skill4301.webp
Monster,cave_ant_4,"Cave Ant","Пещерный Муравей",37,Bug,2758,/skill4301.webp
Monster,tasaba_lizardman_sham_a,"Tasaba Lizardman Shaman ","Шаман Ящеров Тасаба",37,Humanoid,1202,/skill4295.webp
Monster,brigand_inspector,"Bandit Inspector","Бандит Инспектор",37,Humanoid,2661,/skill4295.webp
Monster,pashika_sonof_voltar,"Pashika Son Of Voltar","Пашика Сын Волтара",37,Humanoid,,/skill4295.webp
Monster,vultus_sonof_voltar,"Vultus Son Of Voltar","Вултус Сын Волтара",37,Humanoid,,/skill4295.webp
Monster,makum_bugbear_thug,"Makum Bugbear Thug","Макум Людоед Душегуб",37,Giant,,/skill4300.webp
Monster,delu_chief_kalkis,"Delu Chief Kalkis","Глава Делу Калкис",37,Humanoid,,/skill4295.webp
Monster,stenoa_gorgon_queen,"Stenoa Gorgon Queen","Королева Горгон Стеноа",37,Beast,,/skill4292.webp
Monster,luell_of_zephyr_winds,"Luell Of Zephyr Winds","Луэль Западных Ветров",37,Elemental,,/skill4296.webp
Monster,actea_of_verdant_wilds,"Actea Of Verdant Wilds","Актея Зеленых Лесов",37,Fairy,,/skill4302.webp
Monster,leto_lizardman_assassin,"Leto Lizardman Assassin","Ассасин Ящеров Лито",37,Humanoid,,/skill4295.webp
Monster,evil_eye_lord,"Evil Eye Lord","Повелитель Око Зла",37,Construct,,/skill4291.webp
Monster,noble_ant_leader,"Noble Ant Leader","Вожак Элитных Муравьев",38,Bug,4391,/skill4301.webp
Monster,iron_golem,"Iron Golem","Железный Голем",38,Construct,3029,/skill4291.webp
Monster,crimson_bind,"Fettered Soul","Пленная Душа",38,Undead,5152,/skill4290.webp
Monster,leto_lizardman_warrior,"Leto Lizardman Warrior","Воин Ящеров Лито",38,Humanoid,4688,/skill4295.webp
Monster,warrior_of_plain,"Warrior of the Plains","Воин Равнин",38,Humanoid,3591,/skill4295.webp
