Category,Subtype,ID,Name_EN,Name_RU,Grade,PAtk,MAtk,PDef,MDef,Icon,Description_EN
weapons,one_hand_magic,9444,"Dynasty Phantom","Фантом Династии",S80,267,202,,,/weapon_dynasty_magic_sword_i00.webp,"Bestows one of the following functions: Acumen, Mana Up, or Conversion."
weapons,one_hand_magic,10222,"Icarus Hall","Холл Икара",S80,290,217,,,/weapon_icarus_stick_i00.webp,"It can bestow one of the follow three functions, Mana Up, Conversion or Acumen."
weapons,one_hand_magic,10217,"Icarus Spirit","Дух Икара",S80,290,217,,,/weapon_icarus_spirits_i00.webp,"Bestows one of the following functions: Acumen, Mana Up or Conversion."
weapons,one_hand_magic,13459,"Vesper Buster","Расчленитель Венеры",S84,317,234,,,/weapon_vesper_burster_i00.webp,"It can bestow one of the following functions: Acumen, Mana Up, or Magic Hold."
weapons,one_hand_magic,13465,"Vesper Caster","Заклинатель Венеры",S84,317,234,,,/weapon_vesper_caster_i00.webp,"It can bestow one of the following functions: Acumen, MP Regeneration, or Mana Up."
weapons,two_hand_magic,8,"Willow Staff","Ивовый Посох",NG,11,12,,,/weapon_willow_staff_i00.webp,"No description for this item"
weapons,two_hand_magic,744,"Staff of Sentinel","Посох Стража",NG,13,14,,,/weapon_cedar_staff_i00.webp,"A staff issued to those magicians that have been acknowledged as protectors of the woods."
weapons,two_hand_magic,754,"Red Sunset Staff","Посох Багрового Заката",NG,13,13,,,/weapon_cedar_staff_i00.webp,"A staff used by warriors belonging to the Red Sunset clan."
weapons,two_hand_magic,9,"Cedar Staff","Кедровый Посох",NG,16,16,,,/weapon_cedar_staff_i00.webp,"No description for this item"
weapons,two_hand_magic,176,"Journeyman's Staff","Посох Наемника",NG,23,22,,,/weapon_apprentices_staff_i00.webp,"No description for this item"
weapons,two_hand_magic,177,"Mage Staff","Магический Посох",NG,30,28,,,/weapon_apprentices_staff_i00.webp,"No description for this item"
weapons,two_hand_magic,178,"Bone Staff","Костяной Посох",D,39,35,,,/weapon_apprentices_staff_i00.webp,"No description for this item"
weapons,two_hand_magic,183,"Mystic Staff","Посох Мистика",D,50,43,,,/weapon_mystic_staff_i00.webp,"No description for this item"
weapons,two_hand_magic,184,"Conjuror's Staff","Посох Заклинателя",D,50,43,,,/weapon_conjure_staff_i00.webp,"No description for this item"
weapons,two_hand_magic,185,"Staff of Mana","Посох Маны",D,50,43,,,/weapon_staff_of_mana_i00.webp,"No description for this item"
weapons,two_hand_magic,186,"Staff of Magic","Посох Магии",D,62,52,,,/weapon_staff_of_magicpower_i00.webp,"No description for this item"
weapons,two_hand_magic,90,"Goat Head Staff","Рогатый Посох",D,77,63,,,/weapon_goathead_staff_i00.webp,"No description for this item"
weapons,two_hand_magic,187,"Atuba Hammer","Молот Атубы",D,90,72,,,/weapon_atuba_hammer_i00.webp,"No description for this item"
weapons,two_hand_magic,188,"Ghost Staff","Посох Призрака",D,90,72,,,/weapon_ghost_staff_i00.webp,"No description for this item"
weapons,two_hand_magic,190,"Atuba Mace","Булава Атубы",D,90,72,,,/weapon_atuba_mace_i00.webp,"No description for this item"
weapons,two_hand_magic,191,"Heavy Doom Hammer","Тяжелый Молот Рока",C,103,81,,,/weapon_heavy_doom_hammer_i00.webp,"Bestows either Regeneration, Mental Shield or Hold."
weapons,two_hand_magic,192,"Crystal Staff","Кристальный Посох",C,103,81,,,/weapon_crystal_staff_i00.webp,"Bestows either Rsk. Evasion, Mana Up, or Blessed Body."
weapons,two_hand_magic,194,"Heavy Doom Axe","Тяжелый Топор Рока",C,103,81,,,/weapon_heavy_doom_axe_i00.webp,"Bestows one of the following functions: Magic Poison, Magic Weakness, or Magic Chaos."
weapons,two_hand_magic,195,"Cursed Staff","Проклятый Посох",C,119,91,,,/weapon_cursed_staff_i00.webp,"Bestows one of the following functions: Magic Hold, Magic Poison, or Magic Weakness."
weapons,two_hand_magic,197,"Paradia Staff","Посох Парадии",C,135,101,,,/weapon_paradia_staff_i00.webp,"Bestows either Regeneration, Mental Shield or Hold."
weapons,two_hand_magic,198,"Inferno Staff","Посох Инферно",C,135,101,,,/weapon_inferno_staff_i00.webp,"Bestows one of the following functions: Magic Silence, Acumen or Magic Paralyze."
weapons,two_hand_magic,199,"Pa'agrian Hammer","Молот Паагрио",C,135,101,,,/weapon_paagrio_hammer_i00.webp,"Bestows one of the following functions: Rsk. Evasion, Magic Poison, or Magic Weakness."
weapons,two_hand_magic,200,"Sage's Staff","Посох Мудреца",C,135,101,,,/weapon_sages_staff_i00.webp,"Bestows one of the following functions: Magic Hold, Magic Poison, or Magic Weakness."
weapons,two_hand_magic,203,"Pa'agrian Axe","Топор Паагрио",C,141,104,,,/weapon_paagrio_axe_i00.webp,"Bestows one of the following functions: Mana Up, Magic Weakness, or Magic Chaos."
weapons,two_hand_magic,204,"Deadman's Staff","Посох Мертвеца",C,152,111,,,/weapon_deadmans_staff_i00.webp,"Bestows either Regeneration, Mental Shield or Hold."
weapons,two_hand_magic,205,"Ghoul's Staff","Посох Вурдалака",C,152,111,,,/weapon_ghouls_staff_i00.webp,"Bestows either Rsk. Evasion, Mana Up or Blessed Body."
weapons,two_hand_magic,206,"Demon's Staff","Посох Демона",C,152,111,,,/weapon_demons_staff_i00.webp,"Bestows one of the following functions: Magic Poison, Magic Weakness, or Magic Chaos."
weapons,two_hand_magic,210,"Staff of Evil Spirits","Посох Злых Духов",B,189,132,,,/weapon_staff_of_evil_sprit_i00.webp,"Bestows either Focus, Blessed Body or Poison."
weapons,two_hand_magic,212,"Dasparion's Staff","Посох Даспариона",A,207,143,,,/weapon_dasparions_staff_i00.webp,"Bestows one of the following functions: Mana Up, Conversion, or Acumen."
weapons,two_hand_magic,213,"Branch of The Mother Tree","Ветвь Древа Жизни",A,226,152,,,/weapon_worldtrees_branch_i00.webp,"Bestows one of the following functions: Conversion, Magic Damage, or Acumen."
weapons,two_hand_magic,8688,"Daimon Crystal","Кристалл Дэймона",A,245,161,,,/weapon_crystal_of_deamon_i00.webp,"Bestows Mana Up, Acumen, or Magic Mental Shield."
weapons,two_hand_magic,6366,"Imperial Staff","Имперский Посох",S,274,175,,,/weapon_imperial_staff_i00.webp,"Bestows one of the following functions: Empower, MP Regeneration or Magic Hold."
weapons,two_hand_magic,10252,"Dynasty Staff","Посох Династии",S80,325,222,,,/weapon_dynasty_twohand_staff_i00.webp,"Bestows one of the following functions: Acumen, Mana Up or Conversion."
weapons,two_hand_magic,13466,"Vesper Singer","Певец Венеры",S84,386,257,,,/weapon_vesper_singer_i00.webp,"It can bestow one of the following functions: Empower, MP Regeneration, or Magic Hold."
weapons,dual_swords,2516,"Saber*Saber","Сабля*Сабля",D,73,37,,,/weapon_dual_sword_i00.webp,""
weapons,dual_swords,2520,"Saber*Knight's Sword","Сабля*Меч Рыцаря",D,83,41,,,/weapon_dual_sword_i00.webp,""
weapons,dual_swords,2519,"Saber*Artisan's Sword","Сабля*Меч Ремесленника",D,83,41,,,/weapon_dual_sword_i00.webp,""
weapons,dual_swords,2518,"Saber*Spinebone Sword","Сабля*Хребетный Меч",D,83,41,,,/weapon_dual_sword_i00.webp,""
weapons,dual_swords,2517,"Saber*Bastard Sword","Сабля*Полуторный Меч",D,83,41,,,/weapon_dual_sword_i00.webp,""
weapons,dual_swords,2533,"Spinebone Sword*Spinebone Sword","Хребетный Меч*Хребетный Меч",D,96,47,,,/weapon_dual_sword_i00.webp,""
weapons,dual_swords,2526,"Bastard Sword*Spinebone Sword","Полуторный Меч*Хребетный Меч",D,96,47,,,/weapon_dual_sword_i00.webp,""
weapons,dual_swords,2525,"Bastard Sword*Bastard Sword","Полуторный Меч*Полуторный Меч",D,96,47,,,/weapon_dual_sword_i00.webp,""
weapons,dual_swords,2540,"Artisan's Sword*Artisan's Sword","Меч Ремесленника*Меч Ремесленника",D,96,47,,,/weapon_dual_sword_i00.webp,""
weapons,dual_swords,2528,"Bastard Sword*Knight's Sword","Полуторный Меч*Меч Рыцаря",D,96,47,,,/weapon_dual_sword_i00.webp,""
weapons,dual_swords,2535,"Spinebone Sword*Knight's Sword","Хребетный Меч*Меч Рыцаря",D,96,47,,,/weapon_dual_sword_i00.webp,""
weapons,dual_swords,2534,"Spinebone Sword*Artisan's Sword","Хребетный Меч*Меч Ремесленника",D,96,47,,,/weapon_dual_sword_i00.webp,""
weapons,dual_swords,2527,"Bastard Sword*Artisan's Sword","Полуторный Меч*Меч Ремесленника",D,96,47,,,/weapon_dual_sword_i00.webp,""
weapons,dual_swords,2521,"Saber*Crimson Sword","Сабля*Багровый Меч",D,96,47,,,/weapon_dual_sword_i00.webp,""
weapons,dual_swords,2541,"Artisan's Sword*Knight's Sword","Меч Ремесленника*Меч Рыцаря",D,96,47,,,/weapon_dual_sword_i00.webp,""
weapons,dual_swords,2522,"Saber*Elven Sword","Сабля*Меч Эльфов",D,96,47,,,/weapon_dual_sword_i00.webp,""
weapons,dual_swords,2546,"Knight's Sword*Knight's Sword","Меч Рыцаря*Меч Рыцаря",D,96,47,,,/weapon_dual_sword_i00.webp,""
weapons,dual_swords,2536,"Spinebone Sword*Crimson Sword","Хребетный Меч*Багровый Меч",D,107,51,,,/weapon_dual_sword_i00.webp,""
weapons,dual_swords,2542,"Artisan's Sword*Crimson Sword","Меч Ремесленника*Багровый Меч",D,107,51,,,/weapon_dual_sword_i00.webp,""
weapons,dual_swords,2547,"Knight's Sword*Crimson Sword","Меч Рыцаря*Багровый Меч",D,107,51,,,/weapon_dual_sword_i00.webp,""
weapons,dual_swords,2530,"Bastard Sword*Elven Sword","Полуторный Меч*Меч Эльфов",D,107,51,,,/weapon_dual_sword_i00.webp,""
weapons,dual_swords,2529,"Bastard Sword*Crimson Sword","Полуторный Меч*Багровый Меч",D,107,51,,,/weapon_dual_sword_i00.webp,""
weapons,dual_swords,2548,"Knight's Sword*Elven Sword","Меч Рыцаря*Меч Эльфов",D,107,51,,,/weapon_dual_sword_i00.webp,""
weapons,dual_swords,2543,"Artisan's Sword*Elven Sword","Меч Ремесленника*Меч Эльфов",D,107,51,,,/weapon_dual_sword_i00.webp,""
weapons,dual_swords,2537,"Spinebone Sword*Elven Sword","Хребетный Меч*Меч Эльфов",D,107,51,,,/weapon_dual_sword_i00.webp,""
weapons,dual_swords,2523,"Saber*Sword of Revolution","Сабля*Меч Революции",C,118,56,,,/weapon_dual_sword_i00.webp,""
weapons,dual_swords,2551,"Crimson Sword*Crimson Sword","Багровый Меч*Багровый Меч",C,118,56,,,/weapon_dual_sword_i00.webp,""
weapons,dual_swords,2552,"Crimson Sword*Elven Sword","Багровый Меч*Меч Эльфов",C,118,56,,,/weapon_dual_sword_i00.webp,""
weapons,dual_swords,2555,"Elven Sword*Elven Sword","Меч Эльфов*Меч Эльфов",C,118,56,,,/weapon_dual_sword_i00.webp," "
weapons,dual_swords,2531,"Bastard Sword*Sword of Revolution","Полуторный Меч*Меч Революции",C,124,58,,,/weapon_dual_sword_i00.webp,""
weapons,dual_swords,2549,"Knight's Sword*Sword of Revolution","Меч Рыцаря*Меч Революции",C,124,58,,,/weapon_dual_sword_i00.webp,""
weapons,dual_swords,2538,"Spinebone Sword*Sword of Revolution","Хребетный Меч*Меч Революции",C,124,58,,,/weapon_dual_sword_i00.webp,""
weapons,dual_swords,2544,"Artisan's Sword*Sword of Revolution","Меч Ремесленника*Меч Революции",C,124,58,,,/weapon_dual_sword_i00.webp,""
weapons,dual_swords,2524,"Saber*Elven Long Sword","Сабля*Длинный Меч Эльфов",C,130,61,,,/weapon_dual_sword_i00.webp,""
weapons,dual_swords,2532,"Bastard Sword*Elven Long Sword","Полуторный Меч*Длинный Меч Эльфов",C,136,63,,,/weapon_dual_sword_i00.webp,""
weapons,dual_swords,2550,"Knight's Sword*Elven Long Sword","Меч Рыцаря*Длинный Меч Эльфов",C,136,63,,,/weapon_dual_sword_i00.webp,""
weapons,dual_swords,2553,"Crimson Sword*Sword of Revolution","Багровый Меч*Меч Революции",C,136,63,,,/weapon_dual_sword_i00.webp,""
weapons,dual_swords,2556,"Elven Sword*Sword of Revolution","Меч Эльфов*Меч Революции",C,136,63,,,/weapon_dual_sword_i00.webp," "
weapons,dual_swords,2539,"Spinebone Sword*Elven Long Sword","Хребетный Меч*Длинный Меч Эльфов",C,136,63,,,/weapon_dual_sword_i00.webp,""
weapons,dual_swords,2545,"Artisan's Sword*Elven Long Sword","Меч Ремесленника*Длинный Меч Эльфов",C,136,63,,,/weapon_dual_sword_i00.webp,""
weapons,dual_swords,2554,"Crimson Sword*Elven Long Sword","Багровый Меч*Длинный Меч Эльфов",C,148,68,,,/weapon_dual_sword_i00.webp,"When enchanted, the P.Atk of a dualsword will increase more significantly than that of one-handed or fist weapon. When enchanted by 4 or more, its Accuracy will increase by 2."
weapons,dual_swords,2557,"Elven Sword*Elven Long Sword","Меч Эльфов*Длинный Меч Эльфов",C,148,68,,,/weapon_dual_sword_i00.webp,"When enchanted, the P.Atk of a dualsword will increase more significantly than that of one-handed or fist weapon. When enchanted by 4 or more, its P. Atk will increase by 61 during a critical attack."
weapons,dual_swords,2558,"Sword of Revolution*Sword of Revolution","Меч Революции*Меч Революции",C,148,68,,,/weapon_dual_sword_i00.webp,"When enchanted, the P.Atk of a dualsword will increase more significantly than that of one-handed or fist weapon. When enchanted by 4 or more, its maximum HP will increase by 25%."
weapons,dual_swords,2559,"Sword of Revolution*Elven Long Sword","Меч Революции*Длинный Меч Эльфов",C,155,70,,,/weapon_dual_sword_i00.webp,"When enchanted, the P.Atk of a dualsword will increase more significantly than that of one-handed or fist weapon. When enchanted by 4 or more, its Critical Attack will increase by 50."
weapons,dual_swords,2560,"Elven Long Sword*Elven Long Sword","Длинный Меч Эльфов*Длинный Меч Эльфов",C,162,73,,,/weapon_dual_sword_i00.webp,"When enchanted, the P.Atk of a dualsword will increase more significantly than that of one-handed or fist weapon. When enchanted by 4 or more, its Atk. Spd. will increase by 4%."
weapons,dual_swords,2561,"Stormbringer*Stormbringer","Громовержец*Громовержец",C,175,78,,,/weapon_dual_sword_i00.webp,"When enchanted, the P.Atk of a dualsword will increase more significantly than that of one-handed or fist weapon. When enchanted by 4 or more, its Accuracy will increase by 2."
weapons,dual_swords,2562,"Stormbringer*Shamshir","Громовержец*Шамшир",C,183,81,,,/weapon_dual_sword_i00.webp,"When enchanted, the P.Atk of a dualsword will increase more significantly than that of one-handed or fist weapon. When enchanted by 4 or more, its P. Atk. will increase by 49 during a critical attack."
weapons,dual_swords,2563,"Stormbringer*Katana","Громовержец*Катана",C,183,81,,,/weapon_dual_sword_i00.webp,"When enchanted, the P.Atk of a dualsword will increase more significantly than that of one-handed or fist weapon. When enchanted by 4 or more, its maximum HP will increase by 25%."
weapons,dual_swords,2564,"Stormbringer*Spirit Sword","Громовержец*Меч Духов",C,183,81,,,/weapon_dual_sword_i00.webp,"When enchanted, the P.Atk of a dualsword will increase more significantly than that of one-handed or fist weapon. When enchanted by 4 or more, its critical attack will increase by 24."
weapons,dual_swords,2565,"Stormbringer*Raid Sword","Громовержец*Меч Налетчика",C,183,81,,,/weapon_dual_sword_i00.webp,"When enchanted, the P.Atk of a dualsword will increase more significantly than that of one-handed or fist weapon. When enchanted by 4 or more, its Atk. Spd. will increase by 2%."
weapons,dual_swords,2544,"Artisan's Sword*Sword of Revolution","Меч Ремесленника*Меч Революции",C,124,58,,,/weapon_dual_sword_i00.webp,""
weapons,dual_swords,2539,"Spinebone Sword*Elven Long Sword","Хребетный Меч*Длинный Меч Эльфов",C,136,63,,,/weapon_dual_sword_i00.webp,""
weapons,dual_swords,2545,"Artisan's Sword*Elven Long Sword","Меч Ремесленника*Длинный Меч Эльфов",C,136,63,,,/weapon_dual_sword_i00.webp,""
weapons,dual_swords,2559,"Sword of Revolution*Elven Long Sword","Меч Революции*Длинный Меч Эльфов",C,155,70,,,/weapon_dual_sword_i00.webp,"When enchanted, the P.Atk of a dualsword will increase more significantly than that of one-handed or fist weapon. When enchanted by 4 or more, its Critical Attack will increase by 50."
weapons,dual_swords,9000,"Shadow Item: Stormbringer*Stormbringer","Теневой Предмет: Громовержец*Громовержец",C,175,78,,,/weapon_dual_sword_i00.webp,"This Shadow Item contains the mirrored power of a Stormbringer*Stormbringer. It cannot be traded, dropped, crystallized, or given other functions. If one's PK count is 1 or more, it cannot be used."
weapons,dual_swords,2563,"Stormbringer*Katana","Громовержец*Катана",C,183,81,,,/weapon_dual_sword_i00.webp,"When enchanted, the P.Atk of a dualsword will increase more significantly than that of one-handed or fist weapon. When enchanted by 4 or more, its maximum HP will increase by 25%."
weapons,dual_swords,2564,"Stormbringer*Spirit Sword","Громовержец*Меч Духов",C,183,81,,,/weapon_dual_sword_i00.webp,"When enchanted, the P.Atk of a dualsword will increase more significantly than that of one-handed or fist weapon. When enchanted by 4 or more, its critical attack will increase by 24."
weapons,dual_swords,2572,"Shamshir*Shamshir","Шамшир*Шамшир",C,190,83,,,/weapon_dual_sword_i00.webp,"When enchanted, the P.Atk of a dualsword will increase more significantly than that of one-handed or fist weapon. When enchanted by 4 or more, its Accuracy will increase by 2."
weapons,dual_swords,2573,"Shamshir*Katana","Шамшир*Катана",C,190,83,,,/weapon_dual_sword_i00.webp,"When enchanted, the P.Atk of a dualsword will increase more significantly than that of one-handed or fist weapon. When enchanted by 4 or more, its P. Atk. will increase by 84 during a critical attack."
weapons,dual_swords,2574,"Shamshir*Spirit Sword","Шамшир*Меч Духов",C,190,83,,,/weapon_dual_sword_i00.webp,"When enchanted, the P.Atk of a dualsword will increase more significantly than that of one-handed or fist weapon. When enchanted by 4 or more, its maximum HP will increase by 25%."
weapons,dual_swords,2575,"Shamshir*Raid Sword","Шамшир*Меч Налетчика",C,190,83,,,/weapon_dual_sword_i00.webp,"When enchanted, the P.Atk of a dualsword will increase more significantly than that of one-handed or fist weapon. When enchanted by 4 or more, its critical will increase by 40."
weapons,dual_swords,2566,"Stormbringer*Caliburs","Громовержец*Экскалибур",B,197,86,,,/weapon_dual_sword_i00.webp,"When enchanted, the P.Atk of a dualsword will increase more significantly than that of one-handed or fist weapon. When enchanted by 4 or more, its Accuracy will increase by 5."
weapons,dual_swords,2567,"Stormbringer*Sword of Limit","Громовержец*Меч Рубежа",B,197,86,,,/weapon_dual_sword_i00.webp,"When enchanted, the P.Atk of a dualsword will increase more significantly than that of one-handed or fist weapon. When enchanted by 4 or more, its P. Atk will increase by 166 during a critical attack."
weapons,dual_swords,2568,"Stormbringer*Sword of Delusion","Громовержец*Меч Иллюзий",B,197,86,,,/weapon_dual_sword_i00.webp,"When enchanted, the P.Atk of a dualsword will increase more significantly than that of one-handed or fist weapon. When enchanted by 4 or more, its maximum HP will increase by 25%."
weapons,dual_swords,2569,"Stormbringer*Sword of Nightmare","Громовержец*Меч Кошмаров",B,197,86,,,/weapon_dual_sword_i00.webp,"When enchanted, the P.Atk of a dualsword will increase more significantly than that of one-handed or fist weapon. When enchanted by 4 or more, its critical will increase by 76."
weapons,dual_swords,2570,"Stormbringer*Tsurugi","Громовержец*Цуруги",B,197,86,,,/weapon_dual_sword_i00.webp,"When enchanted, the P.Atk of a dualsword will increase more significantly than that of one-handed or fist weapon. When enchanted by 4 or more, its Atk. Spd. will increase by 7%."
weapons,dual_swords,2579,"Shamshir*Sword of Nightmare","Шамшир*Меч Кошмаров",B,204,89,,,/weapon_dual_sword_i00.webp,"When enchanted, the P.Atk of a dualsword will increase more significantly than that of one-handed or fist weapon. When enchanted by 4 or more, its critical will increase by 65."
weapons,dual_swords,2580,"Shamshir*Tsurugi","Шамшир*Цуруги",B,204,89,,,/weapon_dual_sword_i00.webp,"When enchanted, the P.Atk of a dualsword will increase more significantly than that of one-handed or fist weapon. When enchanted by 4 or more, its Atk. Spd. will increase by 6%."
weapons,dual_swords,2585,"Katana*Caliburs","Катана*Экскалибур",B,204,89,,,/weapon_dual_sword_i00.webp,"When enchanted, the P.Atk of a dualsword will increase more significantly than that of one-handed or fist weapon. When enchanted by 4 or more, Accuracy will increase by 4."
weapons,dual_swords,2586,"Katana*Sword of Limit","Катана*Меч Рубежа",B,204,89,,,/weapon_dual_sword_i00.webp,"When enchanted, the P.Atk of a dualsword will increase more significantly than that of one-handed or fist weapon. When enchanted by 4 or more, P. Atk. will increase by 146 during a critical attack."
weapons,dual_swords,2587,"Katana*Sword of Delusion","Катана*Меч Иллюзий",B,204,89,,,/weapon_dual_sword_i00.webp,"When enchanted, the P.Atk of a dualsword will increase more significantly than that of one-handed or fist weapon. When enchanted by 4 or more, maximum HP will increase by 25%."
weapons,dual_swords,2588,"Katana*Sword of Nightmare","Катана*Меч Кошмаров",B,204,89,,,/weapon_dual_sword_i00.webp,"When enchanted, the P.Atk of a dualsword will increase more significantly than that of one-handed or fist weapon. When enchanted by 4 or more, critical will increase by 65."
weapons,dual_swords,2589,"Katana*Tsurugi","Катана*Цуруги",B,204,89,,,/weapon_dual_sword_i00.webp,"When enchanted, the P.Atk of a dualsword will increase more significantly than that of one-handed or fist weapon. When enchanted by 4 or more, Atk. Spd. will increase by 6%."
weapons,dual_swords,2593,"Spirit Sword*Caliburs","Меч Духов*Экскалибур",B,204,89,,,/weapon_dual_sword_i00.webp,"When enchanted, the P.Atk of a dualsword will increase more significantly than that of one-handed or fist weapon. When enchanted by 4 or more, Accuracy will increase by 4."
weapons,dual_swords,2594,"Spirit Sword*Sword of Limit","Меч Духов*Меч Рубежа",B,204,89,,,/weapon_dual_sword_i00.webp,"When enchanted, the P.Atk of a dualsword will increase more significantly than that of one-handed or fist weapon. When enchanted by 4 or more, P. Atk. will increase by 146 during a critical attack."
weapons,dual_swords,2596,"Spirit Sword*Sword of Nightmare","Меч Духов*Меч Кошмаров",B,204,89,,,/weapon_dual_sword_i00.webp,"When enchanted, the P.Atk of a dualsword will increase more significantly than that of one-handed or fist weapon. When enchanted by 4 or more, critical will increase by 65."
weapons,dual_swords,2595,"Spirit Sword*Sword of Delusion","Меч Духов*Меч Иллюзий",B,204,89,,,/weapon_dual_sword_i00.webp,"When enchanted, the P.Atk of a dualsword will increase more significantly than that of one-handed or fist weapon. When enchanted by 4 or more, maximum HP will increase by 25%."
weapons,dual_swords,2597,"Spirit Sword*Tsurugi","Меч Духов*Цуруги",B,204,89,,,/weapon_dual_sword_i00.webp,"When enchanted, the P.Atk of a dualsword will increase more significantly than that of one-handed or fist weapon. When enchanted by 4 or more, Atk. Spd. will increase by 6%."
weapons,dual_swords,2600,"Raid Sword*Caliburs","Меч Налетчика*Экскалибур",B,204,89,,,/weapon_dual_sword_i00.webp,"When enchanted, the P.Atk of a dualsword will increase more significantly than that of one-handed or fist weapon. When enchanted by 4 or more, Accuracy will increase by 4."
weapons,dual_swords,2601,"Raid Sword*Sword of Limit","Меч Налетчика*Меч Рубежа",B,204,89,,,/weapon_dual_sword_i00.webp,"When enchanted, the P.Atk of a dualsword will increase more significantly than that of one-handed or fist weapon. When enchanted by 4 or more, P. Atk. will increase by 146 during a critical attack."
weapons,dual_swords,2602,"Raid Sword*Sword of Delusion","Меч Налетчика*Меч Иллюзий",B,204,89,,,/weapon_dual_sword_i00.webp,"When enchanted, the P.Atk of a dualsword will increase more significantly than that of one-handed or fist weapon. When enchanted by 4 or more, maximum HP will increase by 25%."
weapons,dual_swords,2604,"Raid Sword*Tsurugi","Меч Налетчика*Цуруги",B,204,89,,,/weapon_dual_sword_i00.webp,"When enchanted, the P.Atk of a dualsword will increase more significantly than that of one-handed or fist weapon. When enchanted by 4 or more, Atk. Spd. will increase by 6%."
weapons,dual_swords,2603,"Raid Sword*Sword of Nightmare","Меч Налетчика*Меч Кошмаров",B,204,89,,,/weapon_dual_sword_i00.webp,"When enchanted, the P.Atk of a dualsword will increase more significantly than that of one-handed or fist weapon. When enchanted by 4 or more, critical will increase by 65."
weapons,dual_swords,2576,"Shamshir*Caliburs","Шамшир*Экскалибур",B,204,89,,,/weapon_dual_sword_i00.webp,"When enchanted, the P.Atk of a dualsword will increase more significantly than that of one-handed or fist weapon. When enchanted by 4 or more, its Accuracy will increase by 4."
weapons,dual_swords,2577,"Shamshir*Sword of Limit","Шамшир*Меч Рубежа",B,204,89,,,/weapon_dual_sword_i00.webp,"When enchanted, the P.Atk of a dualsword will increase more significantly than that of one-handed or fist weapon. When enchanted by 4 or more, P. Atk. will increase by 146 during a critical attack."
weapons,dual_swords,2606,"Caliburs*Caliburs","Экскалибур*Экскалибур",B,213,91,,,/weapon_dual_sword_i00.webp,"When enchanted, the P.Atk of a dualsword will increase more significantly than that of one-handed or fist weapon. When enchanted by 4 or more, P. Atk. will increase by 127 during a critical attack."
weapons,dual_swords,2607,"Caliburs*Sword of Limit","Экскалибур*Меч Рубежа",B,213,91,,,/weapon_dual_sword_i00.webp,"When enchanted, the P.Atk of a dualsword will increase more significantly than that of one-handed or fist weapon. When enchanted by 4 or more, maximum HP will increase by 25%."
weapons,dual_swords,2608,"Caliburs*Sword of Delusion","Экскалибур*Меч Иллюзий",B,213,91,,,/weapon_dual_sword_i00.webp,"When enchanted, the P.Atk of a dualsword will increase more significantly than that of one-handed or fist weapon. When enchanted by 4 or more, critical will increase by 54."
weapons,dual_swords,2609,"Caliburs*Sword of Nightmare","Экскалибур*Меч Кошмаров",B,213,91,,,/weapon_dual_sword_i00.webp,"When enchanted, the P.Atk of a dualsword will increase more significantly than that of one-handed or fist weapon. When enchanted by 4 or more, Atk. Spd. will increase by 5%."
weapons,dual_swords,2610,"Caliburs*Tsurugi","Экскалибур*Цуруги",B,213,91,,,/weapon_dual_sword_i00.webp,"When enchanted, the P.Atk of a dualsword will increase more significantly than that of one-handed or fist weapon. When enchanted by 4 or more, Accuracy will increase by 4."
weapons,dual_swords,2612,"Sword of Limit*Sword of Limit","Меч Рубежа*Меч Рубежа",B,213,91,,,/weapon_dual_sword_i00.webp,"When enchanted, the P.Atk of a dualsword will increase more significantly than that of one-handed or fist weapon. When enchanted by 4 or more, P. Atk. will increase by 127 during a critical attack."
weapons,dual_swords,2613,"Sword of Limit*Sword of Delusion","Меч Рубежа*Меч Иллюзий",B,213,91,,,/weapon_dual_sword_i00.webp,"When enchanted, the P.Atk of a dualsword will increase more significantly than that of one-handed or fist weapon. When enchanted by 4 or more, maximum HP will increase by 25%."
weapons,dual_swords,2614,"Sword of Limit*Sword of Nightmare","Меч Рубежа*Меч Кошмаров",B,213,91,,,/weapon_dual_sword_i00.webp,"When enchanted, the P.Atk of a dualsword will increase more significantly than that of one-handed or fist weapon. When enchanted by 4 or more, critical will increase by 54."
weapons,dual_swords,2615,"Sword of Limit*Tsurugi","Меч Рубежа*Цуруги",B,213,91,,,/weapon_dual_sword_i00.webp,"When enchanted, the P.Atk of a dualsword will increase more significantly than that of one-handed or fist weapon. When enchanted by 4 or more, Atk. Spd. will increase by 5%."
weapons,dual_swords,2571,"Stormbringer*Samurai Long sword","Громовержец*Длинный Меч Самурая",B,213,91,,,/weapon_dual_sword_i00.webp,"When enchanted, the P.Atk of a dualsword will increase more significantly than that of one-handed or fist weapon. When enchanted by 4 or more, its Accuracy will increase by 4."
weapons,dual_swords,2581,"Shamshir*Samurai Long Sword","Шамшир*Длинный Меч Самурая",B,220,94,,,/weapon_dual_sword_i00.webp,"When enchanted, the P.Atk of a dualsword will increase more significantly than that of one-handed or fist weapon. When enchanted by 4 or more, its Accuracy will increase by 3."
weapons,dual_swords,2590,"Katana*Samurai Long Sword","Катана*Длинный Меч Самурая",B,220,94,,,/weapon_dual_sword_i00.webp,"When enchanted, the P.Atk of a dualsword will increase more significantly than that of one-handed or fist weapon. When enchanted by 4 or more, P. Atk. will increase by 106 during a critical attack."
