ID,Name_EN,Name_RU,Grade,Craft_Level,Type,Icon
60,"Composite Armor","Композитный Доспех",C,5,heavy_armor,/armor_t61_ul_i00.webp
64,"Composite Boots","Композитные Сапоги",C,5,boots,/armor_t61_b_i00.webp
355,"Dwarven Chain Mail Shirt","Кольчужная Рубаха Гномов",C,5,heavy_armor,/armor_t60_u_i00.webp
382,"Dwarven Chain Gaiters","Кольчужные Набедренники Гномов",C,5,heavy_armor,/armor_t60_l_i00.webp
398,"Plated Leather","Латный Кожаный Доспех",C,5,light_armor,/armor_t47_u_i00.webp
399,"Rind Leather Armor","Доспех из Грубой Кожи",C,5,light_armor,/armor_t49_u_i00.webp
400,"Theca Leather Armor","Кожаный Доспех Тека",C,5,light_armor,/armor_t63_u_i00.webp
418,"Plated Leather Gaiters","Латные Кожаные Набедренники",C,5,light_armor,/armor_t47_l_i00.webp
419,"Rind Leather Gaiters","Набедренники из Грубой Кожи",C,5,light_armor,/armor_t49_l_i00.webp
420,"Theca Leather Gaiters","Кожаные Набедренники Тека",C,5,light_armor,/armor_t63_l_i00.webp
440,"Robe of Seal","Мантия Печати",C,5,magic_armor,/armor_t44_ul_i00.webp
441,"Demon's Tunic","Туника Демона",C,5,magic_armor,/armor_t54_u_i00.webp
472,"Demon's Stockings","Штаны Демона",C,5,magic_armor,/armor_t54_l_i00.webp
500,"Great Helmet","Большой Шлем",C,5,helmet,/armor_helmet_i00.webp
517,"Composite Helmet","Композитный Шлем",C,5,helmet,/armor_leather_helmet_i00.webp
119,"Necklace of Binding","Ожерелье Печати",C,6,necklace,/accessary_necklace_of_binding_i00.webp
356,"Full Plate Armor","Полный Латный Доспех",C,6,heavy_armor,/armor_t62_ul_i00.webp
401,"Drake Leather Armor","Кожаный Доспех Дрейка",C,6,light_armor,/armor_t21_ul_i00.webp
442,"Divine Tunic","Туника Божества",C,6,magic_armor,/armor_t57_u_i00.webp
473,"Divine Stockings","Штаны Божества",C,6,magic_armor,/armor_t57_l_i00.webp
357,"Zubei's Breastplate","Кираса Зубея",B,6,heavy_armor,/armor_t64_u_i00.webp
383,"Zubei's Gaiters","Набедренники Зубея",B,6,heavy_armor,/armor_t64_l_i00.webp
503,"Zubei's Helmet","Шлем Зубея",B,6,helmet,/armor_helmet_i00.webp
358,"Blue Wolf Breastplate","Кираса Синего Волка",B,7,heavy_armor,/armor_t68_u_i00.webp
907,"Necklace of Anguish","Ожерелье Мучений",NG,1,necklace,/accessary_necklace_of_anguish_i00.webp
908,"Necklace of Wisdom","Ожерелье Мудрости",NG,1,necklace,/accessary_necklace_of_wisdom_i00.webp
909,"Blue Diamond Necklace","Ожерелье с Синим Алмазом",NG,1,necklace,/accessary_blue_diamond_necklace_i00.webp
604,"Crafted Leather Gloves","Перчатки Выделанной Кожи",D,2,gloves,/armor_t09_g_i00.webp
910,"Necklace of Devotion","Ожерелье Преданности",D,2,necklace,/accessary_necklace_of_devotion_i00.webp
911,"Enchanted Necklace","Зачарованное Ожерелье",D,2,necklace,/accessary_enchanted_necklace_i00.webp
553,"Iron Boots","Железные Ботинки",D,3,boots,/armor_t10_b_i00.webp
606,"Rip Gauntlets","Рваные Рукавицы",D,3,gloves,/armor_t40_g_i00.webp
849,"Tiger's Eye Earring","Серьга Тигрового Глаза",D,3,earring,/accessary_tigerseye_earing_i00.webp
850,"Elven Earring","Серьга Эльфов",D,3,earring,/accessary_elven_earing_i00.webp
881,"Elven Ring","Кольцо Эльфов",D,3,ring,/accessary_elven_ring_i00.webp
913,"Elven Necklace","Ожерелье Эльфов",D,3,necklace,/accessary_elven_necklace_i00.webp
1124,"Boots of Power","Сапоги Силы",D,3,boots,/armor_t40_b_i00.webp
2377,"Mithril Scale Gaiters","Мифриловые Чешуйчатые Набедренники",D,3,heavy_armor,/armor_t40_l_i00.webp
2378,"Brigandine Gaiters","Панцирные Набедренники",D,3,heavy_armor,/armor_t43_l_i00.webp
607,"Ogre Power Gauntlets","Рукавицы Огра",D,4,gloves,/armor_t45_g_i00.webp
851,"Omen Beast's Eye Earring","Серьга Зверя Знамения",D,4,earring,/accessary_onyxbeastseye_earing_i00.webp
882,"Mithril Ring","Мифриловое Кольцо",D,4,ring,/accessary_mithril_ring_i00.webp
914,"Necklace of Darkness","Ожерелье Тьмы",D,4,necklace,/accessary_necklace_of_darkness_i00.webp
1125,"Assault Boots","Штурмовые Сапоги",D,4,boots,/armor_t44_b_i00.webp
852,"Moonstone Earring","Серьга Лунного Камня",C,4,earring,/accessary_moonstone_earing_i00.webp
883,"Aquastone Ring","Бирюзовое Кольцо",C,4,ring,/accessary_aquastone_ring_i00.webp
915,"Aquastone Necklace","Бирюзовое Ожерелье",C,4,necklace,/accessary_aquastone_necklace_i00.webp
608,"Mithril Gauntlets","Мифриловые Рукавицы",C,5,gloves,/armor_t61_g_i00.webp
853,"Earring of Protection","Серьга Защиты",C,5,earring,/accessary_earing_of_protection_i00.webp
854,"Earring of Binding","Серьга Печати",C,5,earring,/accessary_earing_of_binding_i00.webp
884,"Ring of Protection","Кольцо Защиты",C,5,ring,/accessary_ring_of_protection_i00.webp
885,"Ring of Ages","Кольцо Эпох",C,5,ring,/accessary_ring_of_ages_i00.webp
916,"Necklace of Protection","Ожерелье Защиты",C,5,necklace,/accessary_necklace_of_protection_i00.webp
917,"Necklace of Mermaid","Ожерелье Русалки",C,5,necklace,/accessary_necklace_of_mermaid_i00.webp
1126,"Crimson Boots","Багровые Сапоги",C,5,boots,/armor_t57_b_i00.webp
1149,"Shining Circlet","Сверкающая Диадема",C,5,helmet,/armor_circlet_i00.webp
603,"Divine Boots","Сапоги Божества",C,6,boots,/armor_t67_b_i00.webp
855,"Nassen's Earring","Серьга Нассена",C,6,earring,/accessary_nassens_earing_i00.webp
886,"Ring of Binding","Кольцо Печати",C,6,ring,/accessary_ring_of_binding_i00.webp
554,"Zubei's Boots","Запечатанные Сапоги Зубея",B,6,boots,/armor_t64_b_i02.webp
600,"Avadon Boots","Запечатанные Сапоги Авадона",B,6,boots,/armor_t66_b_i02.webp
612,"Zubei's Gauntlets","Запечатанные Рукавицы Зубея",B,6,gloves,/armor_t64_g_i02.webp
856,"Adamantite Earring","Адамантитовая Серьга",B,6,earring,/accessary_adamantite_earing_i00.webp
887,"Adamantite Ring","Адамантитовое Кольцо",B,6,ring,/accessary_adamantite_ring_i00.webp
918,"Adamantite Necklace","Адамантитовое Ожерелье",B,6,necklace,/accessary_adamantite_necklace_i00.webp
2376,"Avadon Breastplate","Кираса Авадона",B,6,heavy_armor,/armor_t66_u_i00.webp
2379,"Avadon Gaiters","Набедренники Авадона",B,6,heavy_armor,/armor_t66_l_i00.webp
2384,"Zubei's Leather Shirt","Кожаная Рубаха Зубея",B,6,light_armor,/armor_t65_u_i00.webp
601,"Boots of Doom","Запечатанные Сапоги Рока",B,7,boots,/armor_t71_b_i02.webp
864,"Earring of Black Ore","Черная Серьга",B,7,earring,/accessary_earing_of_black_ore_i00.webp
895,"Ring of Black Ore","Черное Кольцо",B,7,ring,/accessary_ring_of_black_ore_i00.webp
926,"Necklace of Black Ore","Черное Ожерелье",B,7,necklace,/accessary_necklace_of_black_ore_i00.webp
2380,"Blue Wolf Gaiters","Набедренники Синего Волка",B,7,heavy_armor,/armor_t68_l_i00.webp
2381,"Doom Plate Armor","Латный Доспех Рока",B,7,heavy_armor,/armor_t71_ul_i00.webp
2411,"Brigandine Helmet","Панцирный Шлем",D,3,helmet,/armor_leather_helmet_i00.webp
2424,"Manticore Skin Boots","Сапоги из Шкуры Мантикоры",D,3,boots,/armor_t42_b_i00.webp
2425,"Brigandine Boots","Панцирные Сапоги",D,3,boots,/armor_t43_b_i00.webp
2426,"Elven Mithril Boots","Мифриловые Сапоги Эльфов",D,3,boots,/armor_t51_b_i00.webp
2448,"Manticore Skin Gloves","Перчатки из Шкуры Мантикоры",D,3,gloves,/armor_t42_g_i00.webp
2449,"Brigandine Gauntlets","Панцирные Рукавицы",D,3,gloves,/armor_t43_g_i00.webp
2450,"Elven Mithril Gloves","Мифриловые Перчатки Эльфов",D,3,gloves,/armor_t51_g_i00.webp
2412,"Plate Helmet","Латный Шлем",D,4,helmet,/armor_leather_helmet_i00.webp
2427,"Salamander Skin Boots","Сапоги из Кожи Саламандры",D,4,boots,/armor_t45_b_i00.webp
2428,"Plate Boots","Латные Сапоги",D,4,boots,/armor_t46_b_i00.webp
2451,"Sage's Worn Gloves","Потрепанные Перчатки Мудреца",D,4,gloves,/armor_t44_g_i00.webp
2387,"Tempered Mithril Gaiters","Укрепленные Мифриловые Набедренники",C,4,light_armor,/armor_t47_l_i00.webp
2413,"Chain Hood","Кольчужный Капюшон",C,4,helmet,/armor_leather_helmet_i00.webp
2429,"Chain Boots","Кольчужные Сапоги",C,4,boots,/armor_t48_b_i00.webp
2430,"Karmian Boots","Сапоги Кармиана",C,4,boots,/armor_t53_b_i00.webp
2431,"Plated Leather Boots","Латные Кожаные Сапоги",C,4,boots,/armor_t47_b_i00.webp
2432,"Dwarven Chain Boots","Кольчужные Сапоги Гномов",C,4,boots,/armor_t60_b_i00.webp
2433,"Boots of Seal","Сапоги Печати",C,4,boots,/armor_t44_b_i00.webp
2452,"Reinforced Mithril Gloves","Укрепленные Мифриловые Перчатки",C,4,gloves,/armor_t47_g_i00.webp
2453,"Chain Gloves","Кольчужные Перчатки",C,4,gloves,/armor_t48_g_i00.webp
2454,"Karmian Gloves","Перчатки Кармиана",C,4,gloves,/armor_t53_g_i00.webp
2434,"Rind Leather Boots","Сапоги из Грубой Кожи",C,5,boots,/armor_t49_b_i00.webp
2435,"Demon's Boots","Сапоги Демона",C,5,boots,/armor_t54_b_i00.webp
2436,"Theca Leather Boots","Кожаные Сапоги Тека",C,5,boots,/armor_t63_b_i00.webp
2455,"Plated Leather Gloves","Латные Кожаные Перчатки",C,5,gloves,/armor_t47_g_i00.webp
2456,"Dwarven Chain Gloves","Кольчужные Перчатки Гномов",C,5,gloves,/armor_t60_g_i00.webp
2457,"Gloves of Seal","Перчатки Печати",C,5,gloves,/armor_t44_g_i00.webp
2458,"Rind Leather Gloves","Перчатки из Грубой Кожи",C,5,gloves,/armor_t49_g_i00.webp
2459,"Demon's Gloves","Перчатки Демона",C,5,gloves,/armor_t54_g_i00.webp
2460,"Theca Leather Gloves","Кожаные Перчатки Тека",C,5,gloves,/armor_t63_g_i00.webp
2414,"Full Plate Helmet","Полный Латный Шлем",C,6,helmet,/armor_leather_helmet_i00.webp
2437,"Drake Leather Boots","Кожаные Сапоги Дрейка",C,6,boots,/armor_t21_b_i00.webp
2438,"Full Plate Boots","Полные Латные Сапоги",C,6,boots,/armor_t62_b_i00.webp
2461,"Drake Leather Gloves","Кожаные Перчатки Дрейка",C,6,gloves,/armor_t21_g_i00.webp
2462,"Full Plate Gauntlets","Полные Латные Рукавицы",C,6,gloves,/armor_t62_g_i00.webp
2388,"Zubei's Leather Gaiters","Кожаные Набедренники Зубея",B,6,light_armor,/armor_t65_l_i00.webp
2390,"Avadon Leather Armor","Кожаный Доспех Авадона",B,6,light_armor,/armor_t67_ul_i00.webp
2397,"Tunic of Zubei","Туника Зубея",B,6,magic_armor,/armor_t56_u_i00.webp
2402,"Stockings of Zubei","Штаны Зубея",B,6,magic_armor,/armor_t56_l_i00.webp
2406,"Avadon Robe","Мантия Авадона",B,6,magic_armor,/armor_t59_ul_i00.webp
2415,"Avadon Circlet","Диадема Авадона",B,6,helmet,/armor_leather_helmet_i00.webp
2391,"Blue Wolf Leather Armor","Кожаный Доспех Синего Волка",B,7,light_armor,/armor_t69_ul_i00.webp
2392,"Leather Armor of Doom","Кожаный Доспех Рока",B,7,light_armor,/armor_t72_ul_i00.webp
2398,"Blue Wolf Tunic","Туника Синего Волка",B,7,magic_armor,/armor_t70_u_i00.webp
2399,"Tunic of Doom","Туника Рока",B,7,magic_armor,/armor_t73_u_i00.webp
2403,"Blue Wolf Stockings","Штаны Синего Волка",B,7,magic_armor,/armor_t70_l_i00.webp
2404,"Stockings of Doom","Штаны Рока",B,7,magic_armor,/armor_t73_l_i00.webp
2416,"Blue Wolf Helmet","Шлем Синего Волка",B,7,helmet,/armor_leather_helmet_i00.webp
2417,"Doom Helmet","Шлем Рока",B,7,helmet,/armor_leather_helmet_i00.webp
2439,"Blue Wolf Boots","Запечатанные Сапоги Синего Волка",B,7,boots,/armor_t68_b_i02.webp
5808,"Party Mask","Карнавальная Маска",,4,accessary,/etc_party_mask_i00.webp
2463,"Divine Gloves","Перчатки Божества",C,6,gloves,/armor_t57_g_i00.webp
2464,"Avadon Gloves","Запечатанные Перчатки Авадона",B,6,gloves,/armor_t66_g_i02.webp
2475,"Doom Gloves","Запечатанные Перчатки Рока",B,7,gloves,/armor_t71_g_i02.webp
2487,"Blue Wolf Gloves","Запечатанные Перчатки Синего Волка",B,7,gloves,/armor_t68_g_i02.webp
5287,"Sealed Dark Crystal Breastplate","Запечатанная Кираса Кристалла Тьмы",A,7,heavy_armor,/armor_t74_u_i02.webp
5288,"Sealed Dark Crystal Gaiters","Запечатанные Набедренники Кристалла Тьмы",A,7,heavy_armor,/armor_t74_l_i02.webp
5289,"Sealed Dark Crystal Helmet","Запечатанный Шлем Кристалла Тьмы",A,7,helmet,/armor_helmet_i02.webp
5290,"Sealed Dark Crystal Gloves","Запечатанные Перчатки Кристалла Тьмы",A,7,gloves,/armor_t74_g_i02.webp
5291,"Sealed Dark Crystal Boots","Запечатанные Сапоги Кристалла Тьмы",A,7,boots,/armor_t74_b_i02.webp
5293,"Sealed Tallum Plate Armor","Запечатанный Латный Доспех Таллума",A,7,heavy_armor,/armor_t77_ul_i02.webp
5294,"Sealed Tallum Helmet","Запечатанный Шлем Таллума",A,7,helmet,/armor_helmet_i02.webp
5295,"Sealed Tallum Gloves","Запечатанные Перчатки Таллума",A,7,gloves,/armor_t77_g_i02.webp
5296,"Sealed Tallum Boots","Запечатанные Сапоги Таллума",A,7,boots,/armor_t77_b_i02.webp
5297,"Sealed Dark Crystal Leather Armor","Запечатанный Кожаный Доспех Кристалла Тьмы",A,7,light_armor,/armor_t75_u_i02.webp
5298,"Sealed Dark Crystal Leggings","Запечатанные Поножи Кристалла Тьмы",A,7,light_armor,/armor_t75_l_i02.webp
5301,"Sealed Tallum Leather Armor","Запечатанный Кожаный Доспех Таллума",A,7,light_armor,/armor_t78_ul_i02.webp
5304,"Sealed Tallum Tunic","Запечатанная Туника Таллума",A,7,magic_armor,/armor_t79_u_i02.webp
5305,"Sealed Tallum Stockings","Запечатанные Штаны Таллума",A,7,magic_armor,/armor_t79_l_i02.webp
5308,"Sealed Dark Crystal Robe","Запечатанная Мантия Кристалла Тьмы",A,7,magic_armor,/armor_t76_ul_i02.webp
6323,"Sealed Phoenix Necklace","Запечатанное Ожерелье Феникса",A,7,necklace,/accessary_phoenixs_necklace_i02.webp
6324,"Sealed Phoenix Earring","Запечатанная Серьга Феникса",A,7,earring,/accessary_phoenixs_earing_i02.webp
6325,"Sealed Phoenix Ring","Запечатанное Кольцо Феникса",A,7,ring,/accessary_phoenixs_ring_i02.webp
5311,"Sealed Armor of Nightmare","Запечатанный Доспех Кошмаров",A,8,heavy_armor,/armor_t80_ul_i02.webp
5312,"Sealed Helm of Nightmare","Запечатанный Шлем Кошмаров",A,8,helmet,/armor_leather_helmet_i02.webp
5313,"Sealed Gauntlets of Nightmare","Запечатанные Рукавицы Кошмаров",A,8,gloves,/armor_t80_g_i02.webp
5314,"Sealed Boots of Nightmare","Запечатанные Сапоги Кошмаров",A,8,boots,/armor_t80_b_i02.webp
5316,"Sealed Majestic Plate Armor","Запечатанный Латный Доспех Величия",A,8,heavy_armor,/armor_t83_ul_i02.webp
5317,"Sealed Majestic Circlet","Запечатанная Диадема Величия",A,8,helmet,/armor_leather_helmet_i02.webp
5318,"Sealed Majestic Gauntlets","Запечатанные Рукавицы Величия",A,8,gloves,/armor_t83_g_i02.webp
5319,"Sealed Majestic Boots","Запечатанные Сапоги Величия",A,8,boots,/armor_t83_b_i02.webp
5320,"Sealed Leather Armor of Nightmare","Запечатанный Кожаный Доспех Кошмаров",A,8,light_armor,/armor_t81_ul_i02.webp
5323,"Sealed Majestic Leather Armor","Запечатанный Кожаный Доспех Величия",A,8,light_armor,/armor_t84_ul_i02.webp
5326,"Sealed Nightmare Robe","Запечатанная Мантия Кошмаров",A,8,magic_armor,/armor_t82_ul_i02.webp
5329,"Sealed Majestic Robe","Запечатанная Мантия Величия",A,8,magic_armor,/armor_t85_ul_i02.webp
6326,"Sealed Majestic Necklace","Запечатанное Ожерелье Величия",A,8,necklace,/accessary_inferno_necklace_i02.webp
6327,"Sealed Majestic Earring","Запечатанная Серьга Величия",A,8,earring,/accessary_inferno_earing_i02.webp
6328,"Sealed Majestic Ring","Запечатанное Кольцо Величия",A,8,ring,/accessary_inferno_ring_i02.webp
6674,"Sealed Imperial Crusader Breastplate","Запечатанная Кираса Имперского Крестоносца",S,9,heavy_armor,/armor_t88_u_i02.webp
6675,"Sealed Imperial Crusader Gaiters","Запечатанные Набедренники Имперского Крестоносца",S,9,heavy_armor,/armor_t88_l_i02.webp
6676,"Sealed Imperial Crusader Gauntlets","Запечатанные Рукавицы Имперского Крестоносца",S,9,gloves,/armor_t88_g_i02.webp
6677,"Sealed Imperial Crusader Boots","Запечатанные Сапоги Имперского Крестоносца",S,9,boots,/armor_t88_b_i02.webp
6679,"Sealed Imperial Crusader Helmet","Запечатанный Шлем Имперского Крестоносца",S,9,helmet,/armor_helmet_i02.webp
6680,"Sealed Draconic Leather Armor","Запечатанный Доспех из Драконьей Кожи",S,9,light_armor,/armor_t89_ul_i02.webp
6681,"Sealed Draconic Leather Gloves","Запечатанные Перчатки из Драконьей Кожи",S,9,gloves,/armor_t89_g_i02.webp
6682,"Sealed Draconic Leather Boots","Запечатанные Сапоги из Драконьей Кожи",S,9,boots,/armor_t89_b_i02.webp
6683,"Sealed Draconic Leather Helmet","Запечатанный Шлем из Драконьей Кожи",S,9,helmet,/armor_leather_helmet_i02.webp
6684,"Sealed Major Arcana Robe","Запечатанная Мантия Тайн",S,9,magic_armor,/armor_t90_ul_i02.webp
6685,"Sealed Major Arcana Gloves","Запечатанные Перчатки Тайн",S,9,gloves,/armor_t90_g_i02.webp
6686,"Sealed Major Arcana Boots","Запечатанные Сапоги Тайн",S,9,boots,/armor_t90_b_i02.webp
6843,"Cat Ear","Ушки Кошки",,4,accessary,/accessory_cat_ear_i00.webp
6844,"Lady's Hair Pin","Заколка Леди",,4,accessary,/accessory_hairpin_i00.webp
6845,"Pirate's Eye Patch","Глазная Повязка Пирата",,4,accessary,/accessory_eye_bandage_i00.webp
6846,"Monocle","Монокль",,4,accessary,/accessory_glasses_i00.webp
7680,"Raccoon Ears","Ушки Енота",,4,accessary,/accessory_racoon_ear_i00.webp
7681,"Outlaw's Eyepatch","Глазная Повязка Бандита",,4,accessary,/accessory_outlaw_eyepatch_i00.webp
7682,"Maiden's Hairpin","Заколка Девы",,4,accessary,/accessory_maidens_hairpin_i00.webp
7683,"Rabbit Ears","Ушки Кролика",,4,accessary,/accessory_rabbit_ear_i00.webp
7695,"Forget-me-not Hairpin","Заколка Незабудка",,4,accessary,/accessory_forget_me_not_hairpin_i00.webp
7696,"Daisy Hairpin","Заколка Маргаритка",,4,accessary,/accessory_daisy_hairpin_i00.webp
8187,"Demon Horns","Рога Демона",,4,accessary,/accessory_hair_cornu_i00.webp
8188,"Little Angel Wings","Крылышко Ангела",,4,accessary,/accessory_hair_ring_i00.webp
8189,"Fairy Antennae","Усики Феи",,4,accessary,/accessory_hair_feeler_i00.webp
8184,"Party Hat","Праздничный Колпак",,6,accessary,/accessory_party_hat_i00.webp
8185,"Feathered Hat","Украшенная Перьями Шляпа",,6,accessary,/accessory_archer_hat_i00.webp
8186,"Artisan's Goggles","Защитные Очки Ремесленника",,6,accessary,/accessory_dwarf_goggle_i00.webp
3,"Broadsword","Широкий Меч",NG,1,sword,/weapon_broad_sword_i00.webp
8,"Willow Staff","Ивовый Посох",NG,1,two_hand_magic,/weapon_willow_staff_i00.webp
9,"Cedar Staff","Кедровый Посох",NG,1,two_hand_magic,/weapon_cedar_staff_i00.webp
14,"Bow","Лук",NG,1,bow,/weapon_bow_i00.webp
15,"Short Spear","Короткое Копье",NG,1,spear,/weapon_short_spear_i00.webp
87,"Iron Hammer","Железный Молот",NG,1,blunt,/weapon_iron_hammer_i00.webp
88,"Morning Star","Моргенштерн",D,3,blunt,/weapon_morning_star_i00.webp
90,"Goat Head Staff","Рогатый Посох",D,3,two_hand_magic,/weapon_goathead_staff_i00.webp
93,"Winged Spear","Крылатое Копье",D,3,spear,/weapon_winged_spear_i00.webp
70,"Claymore","Клеймор",D,4,two_hand_sword,/weapon_claymore_i00.webp
71,"Flamberge","Фламберг",C,4,two_hand_sword,/weapon_flamberge_i00.webp
72,"Stormbringer","Громовержец",C,4,sword,/weapon_stormbringer_i00.webp
89,"Big Hammer","Большой Молот",C,4,blunt,/weapon_big_hammer_i00.webp
96,"Scythe","Боевая Коса",C,4,spear,/weapon_scythe_i00.webp
73,"Shamshir","Шамшир",C,5,sword,/weapon_shamshir_i00.webp
74,"Katana","Катана",C,5,sword,/weapon_katana_i00.webp
75,"Caliburs","Экскалибур",C,5,sword,/weapon_caliburs_i00.webp
76,"Sword of Delusion","Меч Иллюзий",C,5,sword,/weapon_sword_of_delusion_i00.webp
77,"Tsurugi","Цуруги",C,5,sword,/weapon_tsurugi_i00.webp
84,"Homunkulus's Sword","Меч Гомункула",C,5,one_hand_magic,/weapon_homunkuluss_sword_i00.webp
94,"Bec de Corbin","Бердыш",C,5,spear,/weapon_bech_de_corbin_i00.webp
95,"Poleaxe","Секира",C,5,spear,/weapon_poleaxe_i00.webp
78,"Great Sword","Большой Меч",B,6,two_hand_sword,/weapon_great_sword_i00.webp
91,"Heavy War Axe","Тяжелый Топор Войны",B,6,blunt,/weapon_heavy_war_axe_i00.webp
92,"Sprite's Staff","Посох Духа",B,6,two_hand_magic,/weapon_sprites_staff_i00.webp
79,"Sword of Damascus","Дамаскус",B,7,sword,/weapon_sword_of_damascus_i00.webp
97,"Lance","Пика",B,7,spear,/weapon_lancia_i00.webp
80,"Tallum Blade","Клинок Таллума",A,7,sword,/weapon_tallum_blade_i00.webp
98,"Halberd","Алебарда",A,7,spear,/weapon_halbard_i00.webp
81,"Dragon Slayer","Убийца Драконов",A,8,two_hand_sword,/weapon_dragon_slayer_i00.webp
6687,"Sealed Major Arcana Circlet","Запечатанная Диадема Тайн",S,9,helmet,/armor_leather_helmet_i02.webp
6724,"Sealed Tateossian Earring","Запечатанная Серьга Татеосса",S,9,earring,/accessory_tateossian_earring_i02.webp
6725,"Sealed Tateossian Ring","Запечатанное Кольцо Татеосса",S,9,ring,/accessory_tateossian_ring_i02.webp
6726,"Sealed Tateossian Necklace","Запечатанное Ожерелье Татеосса",S,9,necklace,/accessory_tateossian_necklace_i02.webp
120,"Sword of Reflection","Меч Отражения",NG,1,sword,/weapon_sword_of_watershadow_i00.webp
123,"Saber","Сабля",D,2,sword,/weapon_saber_i00.webp
125,"Spinebone Sword","Хребетный Меч",D,2,sword,/weapon_spinebone_sword_i00.webp
180,"Mace of Judgment","Булава Правосудия",D,2,one_hand_magic,/weapon_mace_of_judgment_i00.webp
184,"Conjuror's Staff","Посох Заклинателя",D,2,two_hand_magic,/weapon_conjure_staff_i00.webp
124,"Two-Handed Sword","Двуручный Меч",D,3,two_hand_sword,/weapon_two_handed_sword_i00.webp
129,"Sword of Revolution","Меч Революции",D,3,sword,/weapon_sword_of_revolution_i00.webp
157,"Spiked Club","Шипованная Дубина",D,3,blunt,/weapon_spike_club_i00.webp
158,"Tarbar","Тарбар",D,3,blunt,/weapon_tarbar_i00.webp
169,"Skull Breaker","Череполом",D,3,blunt,/weapon_skull_breaker_i00.webp
172,"Heavy Bone Club","Тяжелая Костяная Дубина",D,3,blunt,/weapon_heavy_bone_club_i00.webp
159,"Bonebreaker","Костолом",D,4,blunt,/weapon_bonebreaker_i00.webp
187,"Atuba Hammer","Молот Атубы",D,4,two_hand_magic,/weapon_atuba_hammer_i00.webp
188,"Ghost Staff","Посох Призрака",D,4,two_hand_magic,/weapon_ghost_staff_i00.webp
189,"Staff of Life","Посох Жизни",D,4,one_hand_magic,/weapon_life_stick_i00.webp
190,"Atuba Mace","Булава Атубы",D,4,two_hand_magic,/weapon_atuba_mace_i00.webp
160,"Battle Axe","Боевой Топор",C,4,blunt,/weapon_battle_axe_i00.webp
161,"Silver Axe","Серебряный Топор",C,4,blunt,/weapon_war_pick_i00.webp
173,"Skull Graver","Череподав",C,4,blunt,/weapon_skull_graver_i00.webp
191,"Heavy Doom Hammer","Тяжелый Молот Рока",C,4,two_hand_magic,/weapon_heavy_doom_hammer_i00.webp
192,"Crystal Staff","Кристальный Посох",C,4,two_hand_magic,/weapon_crystal_staff_i00.webp
193,"Stick of Faith","Жезл Веры",C,4,one_hand_magic,/weapon_stick_of_faith_i00.webp
194,"Heavy Doom Axe","Тяжелый Топор Рока",C,4,two_hand_magic,/weapon_heavy_doom_axe_i00.webp
103,"Tower Shield","Башенный Щит",C,5,shield,/shield_tower_shield_i00.webp
107,"Composite Shield","Композитный Щит",C,5,shield,/shield_composite_shield_i00.webp
131,"Spirit Sword","Меч Духов",C,5,sword,/weapon_spirits_sword_i00.webp
132,"Sword of Limit","Меч Рубежа",C,5,sword,/weapon_sword_of_limit_i00.webp
133,"Raid Sword","Меч Налетчика",C,5,sword,/weapon_raid_sword_i00.webp
134,"Sword of Nightmare","Меч Кошмаров",C,5,sword,/weapon_sword_of_nightmare_i00.webp
145,"Sword of Whispering Death","Меч Шепчущей Смерти",C,5,one_hand_magic,/weapon_deathbreath_sword_i00.webp
162,"War Axe","Топор Войны",C,5,blunt,/weapon_war_axe_i00.webp
174,"Nirvana Axe","Топор Нирваны",C,5,one_hand_magic,/weapon_nirvana_axe_i00.webp
195,"Cursed Staff","Проклятый Посох",C,5,two_hand_magic,/weapon_cursed_staff_i00.webp
196,"Stick of Eternity","Жезл Избавления",C,5,one_hand_magic,/weapon_stick_of_eternity_i00.webp
197,"Paradia Staff","Посох Парадии",C,5,two_hand_magic,/weapon_paradia_staff_i00.webp
198,"Inferno Staff","Посох Инферно",C,5,two_hand_magic,/weapon_inferno_staff_i00.webp
199,"Pa'agrian Hammer","Молот Паагрио",C,5,two_hand_magic,/weapon_paagrio_hammer_i00.webp
200,"Sage's Staff","Посох Мудреца",C,5,two_hand_magic,/weapon_sages_staff_i00.webp
201,"Club of Nature","Дубина Природы",C,5,one_hand_magic,/weapon_club_of_nature_i00.webp
202,"Mace of The Underworld","Булава Преисподней",C,5,one_hand_magic,/weapon_mace_of_underworld_i00.webp
203,"Pa'agrian Axe","Топор Паагрио",C,5,two_hand_magic,/weapon_paagrio_axe_i00.webp
135,"Samurai Longsword","Длинный Меч Самурая",C,6,sword,/weapon_samurai_longsword_i00.webp
142,"Keshanberk","Кешанберк",B,6,sword,/weapon_kshanberk_i00.webp
148,"Sword of Valhalla","Меч Вальхаллы",B,6,one_hand_magic,/weapon_sword_of_valhalla_i00.webp
110,"Doom Shield","Щит Рока",B,7,shield,/shield_doom_shield_i00.webp
171,"Deadman's Glory","Топор Мертвеца",B,7,blunt,/weapon_deadmans_glory_i00.webp
175,"Art of Battle Axe","Топор Искусства Войны",B,7,blunt,/weapon_art_of_battle_axe_i00.webp
150,"Elemental Sword","Меч Стихий",A,7,one_hand_magic,/weapon_elemental_sword_i00.webp
151,"Sword of Miracles","Легендарный Меч",A,8,one_hand_magic,/weapon_sword_of_miracle_i00.webp
164,"Elysian","Элизиум",A,8,blunt,/weapon_elysian_i00.webp
