ID,Name_EN,Name_RU,Type,Levels,Icon
365-dance-of-siren,"Dance of Siren","Танец Сирены",active,1,/skill0365.webp
366-dance-of-shadow,"Shadow Dance","Танец Теней",active,1,/skill0366.webp
367-dance-of-medusa,"Dance of Medusa","Танец Медузы",active,1,/skill0367.webp
1336-curse-of-doom,"Curse of Doom","Проклятие Судьбы",active,1,/skill1336.webp
1337-curse-of-abyss,"Curse of Abyss","Проклятие Бездны",active,1,/skill1337.webp
1338-arcane-chaos,"Arcane Chaos","Тайный Хаос",active,1,/skill1338.webp
1339-fire-vortex,"Fire Vortex","Огненный Вихрь",active,1,/skill1339.webp
1340-ice-vortex,"Ice Vortex","Ледяной Вихрь",active,1,/skill1340.webp
1341-wind-vortex,"Wind Vortex","Воздушный Вихрь",active,1,/skill1341.webp
1342-light-vortex,"Light Vortex","Вихрь Света",active,1,/skill1342.webp
1343-dark-vortex,"Dark Vortex","Вихрь Тьмы",active,1,/skill1343.webp
1344-mass-warrior-bane,"Mass Warrior Bane","Массовый Бич Воителей",active,1,/skill1344.webp
1345-mass-mage-bane,"Mass Mage Bane","Массовый Бич Магов",active,1,/skill1345.webp
1346-warrior-servitor,"Warrior Servitor","Слуга Воин",active,1,/skill1346.webp
1347-wizard-servitor,"Wizard Servitor","Слуга Волшебник",active,1,/skill1347.webp
1348-assasin-servitor,"Assassin Servitor","Слуга Убийца",active,1,/skill1348.webp
1349-final-servitor,"Final Servitor","Слуга Герой",active,1,/skill1349.webp
1350-warrior-bane,"Warrior Bane","Бич Воителей",active,1,/skill1350.webp
1351-mage-bane,"Mage Bane","Бич Магов",active,1,/skill1351.webp
1352-elemental-protection,"Elemental Protection","Защита от Стихий",active,1,/skill1352.webp
1353-divine-protection,"Divine Protection","Божественная Защита",active,1,/skill1353.webp
1354-arcane-protection,"Arcane Protection","Тайная Защита",active,1,/skill1354.webp
1355-prophecy-of-water,"Prophecy of Water","Пророчество Воды",active,1,/skill1355.webp
1356-prophecy-of-fire,"Prophecy of Fire","Пророчество Огня",active,1,/skill1356.webp
1357-prophecy-of-wind,"Prophecy of Wind","Пророчество Воздуха",active,1,/skill1357.webp
1358-block-shield,"Block Shield","Блокировка Щита",active,1,/skill1358.webp
1359-block-wind-walk,"Block Wind Walk","Блокировка Легкой Походки",active,1,/skill1359.webp
1360-mass-block-shield,"Mass Block Shield","Массовая Блокировка Щита",active,1,/skill1360.webp
1361-mass-block-wind-walk,"Mass Block Wind Walk","Массовая Блокировка Легкой Походки",active,1,/skill1361.webp
1362-chant-of-spirit,"Chant of Spirit","Напев Духа",active,1,/skill1362.webp
1363-chant-of-victory,"Chant of Victory","Напев Победы",active,1,/skill1363.webp
1364-eye-of-paagrio,"The Eye of Pa'agrio","Глаз Паагрио",active,1,/skill1364.webp
1365-soul-of-paagrio,"The Soul of Pa'agrio","Душа Паагрио",active,1,/skill1365.webp
1366-seal-of-despair,"Seal of Despair","Печать Отчаяния",active,1,/skill1366.webp
1367-seal-of-disease,"Seal of Disease","Печать Болезни",active,1,/skill1367.webp
368-vengence,"Vengeance","Мщение",active,1,/skill0368.webp
369-evade-shot,"Evade Shot","Выстрел Уклонения",active,1,/skill0369.webp
1368-expand-dwarven-craft,"Expand Dwarven Craft","Развитое Ремесло Гномов",passive,8,/skill1368.webp
1369-expand-common-craft,"Expand Common Craft","Развитое Обычное Ремесло",passive,8,/skill1369.webp
1370-expand-trade,"Expand Trade","Развитая Торговля",passive,8,/skill1370.webp
1371-expand-storage,"Expand Storage","Расширенный Склад",passive,8,/skill0333.webp
1372-expand-inventory,"Expand Inventory","Расширенный Инвентарь",passive,8,/skill0332.webp
1373-strider-mastery,"Strider Mastery","Верховая Езда",passive,1,/skill1373.webp
2001-red-potion,"Red Potion","Красное Зелье",active,1,/skill0000.webp
2002-healing-drug,"Healing Drug","Исцеляющее Снадобье",active,1,/skill0000.webp
2003-small-gourd-seed,"Squash Seed","Тыквенное Семечко",active,1,/skill0000.webp
2004-big-gourd-seed,"Large Squash Seed","Большое Тыквенное Семечко",active,1,/skill0000.webp
2005-gourd-nectar,"Pollen","Пыльца",active,1,/skill0000.webp
2006-scroll-of-enchant-weapon-a,"Scroll: Enchant Weapon (Grade A)","Свиток: Зачарование Оружия (Ранг A)",active,1,/skill0000.webp
2007-scroll-of-enchant-armor-a,"Scroll: Enchant Armor (Grade A)","Свиток: Зачарование Брони (Ранг A)",active,1,/skill0000.webp
2010-endeavor-potion,"Endeavor Potion","Зелье Стремления",active,1,/skill0000.webp
2011-quick-step-potion,"Haste Potion","Зелье Ускорения",active,1,/etc_potion_green_i00.webp
2012-swift-attack-potion,"Potion of Alacrity","Зелье Быстрой Атаки",active,1,/etc_reagent_green_i00.webp
2013-scroll-of-escape,"Scroll of Escape","Свиток Телепорта",active,1,/skill0000.webp
2014-scroll-of-resurrection,"Scroll of Resurrection","Свиток Воскрешения",active,1,/skill0000.webp
2015-scroll-of-enchant-weapon-b,"Scroll: Enchant Weapon (Grade B)","Свиток: Зачарование Оружия (Ранг B)",active,1,/skill0000.webp
2016-scroll-of-enchant-armor-b,"Scroll: Enchant Armor (Grade B)","Свиток: Зачарование Брони (Ранг B)",active,1,/skill0000.webp
2017-scroll-of-enchant-weapon-c,"Scroll: Enchant Weapon (Grade C)","Свиток: Зачарование Оружия (Ранг C)",active,1,/skill0000.webp
2018-scroll-of-enchant-armor-c,"Scroll: Enchant Armor (Grade C)","Свиток: Зачарование Брони (Ранг C)",active,1,/skill0000.webp
2019-scroll-of-enchant-weapon-d,"Scroll: Enchant Weapon (Grade D)","Свиток: Зачарование Оружия (Ранг D)",active,1,/skill0000.webp
2020-scroll-of-enchant-armor-d,"Scroll: Enchant Armor (Grade D)","Свиток: Зачарование Брони (Ранг D)",active,1,/skill0000.webp
2021-scroll-of-enchant-weapon-s,"Scroll: Enchant Weapon (Grade S)","Свиток: Зачарование Оружия (Ранг S)",active,1,/skill0000.webp
2022-scroll-of-enchant-armor-s,"Scroll: Enchant Armor (Grade S)","Свиток: Зачарование Брони (Ранг S)",active,1,/skill0000.webp
2023-fairy-fire,"Fairy Firecracker","Осколок Звезды",active,1,/skill0000.webp
2024-small-ultra-bomb,"Firecracker","Фейерверк",active,1,/skill0000.webp
2025-ultra-bomb,"Large Firecracker","Огромный Фейерверк",active,1,/skill0000.webp
2026-blessed-scroll-of-enchant-weapon-s,"Scroll: Enchant Weapon (Grade S)","Свиток: Зачарование Оружия (Ранг S)",active,1,/skill0000.webp
2027-blessed-scroll-of-enchant-weapon-a,"Scroll: Enchant Weapon (Grade A)","Свиток: Зачарование Оружия (Ранг A)",active,1,/skill0000.webp
2028-blessed-scroll-of-enchant-weapon-b,"Scroll: Enchant Weapon (Grade B)","Свиток: Зачарование Оружия (Ранг B)",active,1,/skill0000.webp
2029-blessed-scroll-of-enchant-weapon-c,"Scroll: Enchant Weapon (Grade C)","Свиток: Зачарование Оружия (Ранг C)",active,1,/skill0000.webp
2030-blessed-scroll-of-enchant-weapon-d,"Scroll: Enchant Weapon (Grade D)","Свиток: Зачарование Оружия (Ранг D)",active,1,/skill0000.webp
2031-lesser-healing-potion,"Lesser Healing Potion","Малое Зелье Исцеления",active,1,/etc_lesser_potion_red_i00.webp
2032-healing-potion,"Healing Potion","Исцеляющее Зелье",active,1,/etc_potion_scarlet_i00.webp
2034-adv-quick-step-potion,"Greater Haste Potion","Большое Зелье Ускорения",active,1,/etc_lesser_potion_green_i00.webp
2035-adv-swift-attack-potion,"Greater Swift Attack Potion","Большое Зелье Стремительной Атаки",active,1,/etc_lesser_potion_purple_i00.webp
2036-blessed-scroll-of-escape,"Blessed Scroll of Escape","Благословенный Свиток Телепорта",active,2,/skill0000.webp
2037-greater-healing-potion,"Greater Healing Potion","Большое Зелье Исцеления",active,1,/etc_reagent_white_i00.webp
2038-quick-healing-potion,"Quick Healing Potion","Зелье Быстрого Исцеления",active,1,/skill0000.webp
2039-soul-shot,"Soulshot: No Grade","Заряд Души: Без Ранга",active,1,/skill0000.webp
2040-scroll-of-escape-to-agit,"Scroll of Escape: Clan Hall","Свиток Телепорта: Холл Клана",active,1,/skill0000.webp
2041-scroll-of-escape-to-castle,"Scroll of Escape: Castle","Свиток Телепорта: Замок",active,1,/skill0000.webp
2042-antidote,"Antidote","Противоядие",active,1,/skill0000.webp
2043-advanced-antidote,"Greater Antidote","Большое Противоядие",active,1,/skill0000.webp
2044-bandage,"Bandage","Бинт",active,1,/skill0000.webp
2045-emergency-dressing,"Emergency Dressing","Повязка Первой Помощи",active,1,/skill0000.webp
2046-wolf-collar,"Wolves' Necklace","Призыв Питомца",active,1,/skill0000.webp
2047-spirit-shot,"Spiritshot: No Grade","Заряд Духа: Без Ранга",active,1,/skill0000.webp
2048-food-for-wolves,"Wolves' Food","Волчья Еда",active,1,/skill0000.webp
2049-blessed-scroll-of-resurrection,"Blessed Scroll of Resurrection","Благословенный Свиток Воскрешения",active,1,/skill0000.webp
2050-l2day-scroll-of-guidance,"Scroll of Guidance","Свиток Наведения",active,1,/etc_scroll_white_i00.webp
2051-l2day-scroll-of-death-whisper,"Scroll of Death Whisper","Свиток Смертельного Шепота",active,1,/etc_scroll_white_i00.webp
2052-l2day-scroll-of-focus,"Scroll of Focus","Свиток Фокусировки",active,1,/etc_scroll_white_i00.webp
2053-l2day-scroll-of-greater-acumen,"Scroll of Greater Acumen","Свиток Великой Проницательности",active,1,/etc_scroll_white_i00.webp
2054-l2day-scroll-of-haste,"Scroll of Haste","Свиток Ускорения",active,1,/etc_scroll_white_i00.webp
2055-l2day-scroll-of-agility,"Scroll of Agility","Свиток Ловкости",active,1,/etc_scroll_white_i00.webp
2056-l2day-scroll-of-empower,"Scroll of Mystic Empower","Свиток Магического Блага",active,1,/etc_scroll_white_i00.webp
2057-l2day-scroll-of-might,"Scroll of Might","Свиток Могущества",active,1,/etc_scroll_white_i00.webp
2058-l2day-scroll-of-wind-walk,"Scroll of Wind Walk","Свиток Легкой Походки",active,1,/etc_scroll_white_i00.webp
2059-l2day-scroll-of-shield,"Scroll of Shield","Свиток Щита",active,1,/etc_scroll_white_i00.webp
2060-q-potion-of-recovery,"Healing Medicine","Исцеляющее Лекарство",active,1,/skill0000.webp
2061-blessed-spiritshot,"Blessed Spiritshot: No Grade","Благословенный Заряд Духа: Без Ранга",active,1,/skill0000.webp
2062-l2day-scroll-of-resurrection,"none","Благословенный Свиток Воскрешения",active,1,/skill0000.webp
2063-food-for-hatchling,"Hatchling Food","Еда Птенца",active,1,/skill0000.webp
2064-l2day-scroll-of-mana-regeneration,"Scroll of Mana Regeneration","Свиток Регенерации Маны",active,1,/etc_scroll_white_i00.webp
2065-key-of-box,"Box Key","Ключ от Коробки",active,8,/skill0000.webp
2066-jewel-triumph,"Item - Theme Sound Crystal","Предмет - Звонкий Кристалл Темы",active,1,/skill0000.webp
2067-jewel-ridicule,"Item - Theme Sound Crystal","Предмет - Звонкий Кристалл Темы",active,1,/skill0000.webp
2068-jewel-orc,"Item - Race Sound Crystal","Предмет - Звонкий Кристалл Расы",active,1,/skill0000.webp
2069-jewel-human,"Item - Race Sound Crystal","Предмет - Звонкий Кристалл Расы",active,1,/skill0000.webp
2070-jewel-elf,"Item - Race Sound Crystal","Предмет - Звонкий Кристалл Расы",active,1,/skill0000.webp
2071-jewel-dwarf,"Item - Race Sound Crystal","Предмет - Звонкий Кристалл Расы",active,1,/skill0000.webp
2072-jewel-darkelf,"Item - Race Sound Crystal","Предмет - Звонкий Кристалл Расы",active,1,/skill0000.webp
2073-jewel-celebrate,"Item - Theme Sound Crystal","Предмет - Звонкий Кристалл Темы",active,1,/skill0000.webp
2074-scroll-of-critical-escape,"Potion of Critical Escape","Зелье Критического Бегства",active,1,/etc_potion_red_i00.webp
2075-decrease-hate-potion,"Decrease Hate Scroll","Свиток Уменьшения Ненависти",active,1,/skill0000.webp
2076-lung-capacity-potion,"Bless of Eva","Благословение Евы",active,1,/etc_bless_of_eva_i00.webp
2077-extreme-damage-shield,"Potion of Revenge","Зелье Возмездия",active,1,/etc_potion_blue_i00.webp
2078-restoration,"Compressed Package of Soulshots: No Grade","Упаковка Зарядов Души: Без Ранга",active,1,/skill0000.webp
2079-restoration,"Compressed Package of Soulshots: D-grade","Упаковка Зарядов Души: Ранг D",active,1,/skill0000.webp
2080-restoration,"Compressed Package of Soulshots: C-grade","Упаковка Зарядов Души: Ранг C",active,1,/skill0000.webp
2081-restoration,"Compressed Package of Soulshots: B-grade","Упаковка Зарядов Души: Ранг B",active,1,/skill0000.webp
2082-restoration,"Compressed Package of Soulshots: A-grade","Упаковка Зарядов Души: Ранг A",active,1,/skill0000.webp
2083-restoration,"Compressed Package of Soulshots: S-grade","Упаковка Зарядов Души: Ранг S",active,1,/skill0000.webp
2084-restoration,"Compressed Package of Spiritshots: No Grade","Упаковка Зарядов Духа: Без Ранга",active,1,/skill0000.webp
2085-restoration,"Compressed Package of Spiritshots: D-grade","Упаковка Зарядов Духа: Ранг D",active,1,/skill0000.webp
2086-restoration,"Compressed Package of Spiritshots: C-grade","Упаковка Зарядов Духа: Ранг C",active,1,/skill0000.webp
2087-restoration,"Compressed Package of Spiritshots: B-grade","Упаковка Зарядов Духа: Ранг B",active,1,/skill0000.webp
2088-restoration,"Compressed Package of Spiritshots: A-grade","Упаковка Зарядов Духа: Ранг A",active,1,/skill0000.webp
2089-restoration,"Compressed Package of Spiritshots: S-grade","Упаковка Зарядов Духа: Ранг S",active,1,/skill0000.webp
2090-restoration,"Compressed Package of Blessed Spiritshots: No Grade","Упаковка Благословенных Зарядов Духа: Без Ранга",active,1,/skill0000.webp
2091-restoration,"Compressed Package of Blessed Spiritshots: D-grade","Упаковка Благословенных Зарядов Духа: Ранг D",active,1,/skill0000.webp
2092-restoration,"Compressed Package of Blessed Spiritshots: C-grade","Упаковка Благословенных Зарядов Духа: Ранг C",active,1,/skill0000.webp
2093-restoration,"Compressed Package of Blessed Spiritshots: B-grade","Упаковка Благословенных Зарядов Духа: Ранг B",active,1,/skill0000.webp
2094-restoration,"Compressed Package of Blessed Spiritshots: A-grade","Упаковка Благословенных Зарядов Духа: Ранг A",active,1,/skill0000.webp
2095-restoration,"Compressed Package of Blessed Spiritshots: S-grade","Упаковка Благословенных Зарядов Духа: Ранг S",active,1,/skill0000.webp
2096-fake-drain,"Soul Crystal","Кристалл Душ",active,1,/skill0000.webp
2097-sowing,"Sowing","Посев",active,3,/skill0000.webp
2098-harvesting,"Harvesting","Сбор",active,1,/skill0000.webp
2099-escape-5min,"Escape: 5 minutes","Бегство: 5 минут",active,1,/skill0000.webp
2100-escape-1sec,"Escape: 1 second","Бегство: 1 секунда",active,1,/skill0000.webp
2101-food-for-strider,"Feed: General Strider","Еда: Обычный Ездовой Дракон",active,1,/skill0000.webp
2102-deluxe-food-for-strider,"Feed: Clan Hall Strider","Еда: Ездовой Дракон Клан Холла",active,1,/skill0000.webp
2103-big-head,"Mystery Potion","Загадочное Зелье",active,1,/skill0000.webp
2104-adv-restoration,"Greater Compressed Package of Soulshots: No-grade","Большая Упаковка Зарядов Души: Без Ранга",active,1,/skill0000.webp
2105-adv-restoration,"Greater Compressed Package of Soulshots:  D-grade","Большая Упаковка Зарядов Души: Ранг D",active,1,/skill0000.webp
2106-adv-restoration,"Greater Compressed Package of Soulshots:  C-grade","Большая Упаковка Зарядов Души: Ранг C",active,1,/skill0000.webp
2107-adv-restoration,"Greater Compressed Package of Soulshots:  B-grade","Большая Упаковка Зарядов Души: Ранг B",active,1,/skill0000.webp
2108-adv-restoration,"Greater Compressed Package of Soulshots:  A-grade","Большая Упаковка Зарядов Души: Ранг A",active,1,/skill0000.webp
2109-adv-restoration,"Greater Compressed Package of Soulshots: S-grade","Большая Упаковка Зарядов Души: Ранг S",active,1,/skill0000.webp
2110-adv-restoration,"Greater Compressed Package of Spiritshots:  No-grade","Большая Упаковка Зарядов Духа: Без Ранга",active,1,/skill0000.webp
2111-adv-restoration,"Greater Compressed Package of Spiritshots:  D-grade","Большая Упаковка Зарядов Духа: Ранг D",active,1,/skill0000.webp
2112-adv-restoration,"Greater Compressed Package of Spiritshots:  C-grade","Большая Упаковка Зарядов Духа: Ранг C",active,1,/skill0000.webp
2113-adv-restoration,"Greater Compressed Package of Spiritshots:  B-grade","Большая Упаковка Зарядов Духа: Ранг B",active,1,/skill0000.webp
2114-adv-restoration,"Greater Compressed Package of Spiritshots: A-grade","Большая Упаковка Зарядов Духа: Ранг A",active,1,/skill0000.webp
2115-adv-restoration,"Greater Compressed Package of Spiritshots: S-grade","Большая Упаковка Зарядов Духа: Ранг S",active,1,/skill0000.webp
2116-adv-restoration,"Greater Compressed Package of Blessed Spiritshots:  No-grade","Большая Упаковка Благословенных Зарядов Духа: Без Ранга",active,1,/skill0000.webp
2117-adv-restoration,"Greater Compressed Package of Blessed Spiritshots:  D-grade","Большая Упаковка Благословенных Зарядов Духа: Ранг D",active,1,/skill0000.webp
2118-adv-restoration,"Greater Compressed Package of Blessed Spiritshots:  C-grade","Большая Упаковка Благословенных Зарядов Духа: Ранг C",active,1,/skill0000.webp
2119-adv-restoration,"Greater Compressed Package of Blessed Spiritshots:  B-grade","Большая Упаковка Благословенных Зарядов Духа: Ранг B",active,1,/skill0000.webp
2120-adv-restoration,"Greater Compressed Package of Blessed Spiritshots: A-grade","Большая Упаковка Благословенных Зарядов Духа: Ранг A",active,1,/skill0000.webp
2121-adv-restoration,"Greater Compressed Package of Blessed Spiritshots: S-grade","Большая Упаковка Благословенных Зарядов Духа: Ранг S",active,1,/skill0000.webp
2122-change-face-a,"Facelifting Potion","Косметическое Зелье",active,1,/skill0000.webp
2123-change-face-b,"Facelifting Potion","Косметическое Зелье",active,1,/skill0000.webp
2124-change-face-c,"Facelifting Potion","Косметическое Зелье",active,1,/skill0000.webp
2125-change-hair-color-a,"Dye Potion","Красящее Зелье",active,1,/skill0000.webp
2126-change-hair-color-b,"Dye Potion","Красящее Зелье",active,1,/skill0000.webp
2127-change-hair-color-c,"Dye Potion","Красящее Зелье",active,1,/skill0000.webp
2128-change-hair-color-d,"Dye Potion","Красящее Зелье",active,1,/skill0000.webp
2129-change-hair-style-a,"Hair Style Change Potion","Зелье Смены Прически",active,1,/skill0000.webp
2130-change-hair-style-b,"Hair Style Change Potion","Зелье Смены Прически",active,1,/skill0000.webp
2131-change-hair-style-c,"Hair Style Change Potion","Зелье Смены Прически",active,1,/skill0000.webp
2132-change-hair-style-d,"Hair Style Change Potion","Зелье Смены Прически",active,1,/skill0000.webp
2133-change-hair-style-e,"Hair Style Change Potion","Зелье Смены Прически",active,1,/skill0000.webp
2134-change-hair-style-f,"Hair Style Change Potion","Зелье Смены Прически",active,1,/skill0000.webp
2135-change-hair-style-g,"Hair Style Change Potion","Зелье Смены Прически",active,1,/skill0000.webp
2136-cake,"Rice Cake","Рисовый Пирог",active,1,/skill0000.webp
2137-summon-x-mas-tree-a,"Summon Regular Tree","Призыв Обычного Дерева",active,1,/skill0000.webp
2138-summon-x-mas-tree-b,"Summon Special Tree","Призыв Особого Дерева",active,1,/skill0000.webp
2139-x-mas-tree-b-bonus,"Special Tree Recovery Bonus","Особый Бонус Дерева Восстановления",active,1,/skill1044.webp
2140-jewel-carol,"Item - Carol Sound Crystal","Предмет - Звонкий Кристалл Гимна",active,1,/skill0000.webp
2141-jewel-carol,"Item - Carol Sound Crystal","Предмет - Звонкий Кристалл Гимна",active,1,/skill0000.webp
2142-jewel-carol,"Item - Carol Sound Crystal","Предмет - Звонкий Кристалл Гимна",active,1,/skill0000.webp
2143-jewel-carol,"Item - Carol Sound Crystal","Предмет - Звонкий Кристалл Гимна",active,1,/skill0000.webp
2144-jewel-carol,"Item - Carol Sound Crystal","Предмет - Звонкий Кристалл Гимна",active,1,/skill0000.webp
2145-jewel-carol,"Item - Carol Sound Crystal","Предмет - Звонкий Кристалл Гимна",active,1,/skill0000.webp
2146-jewel-carol,"Item - Carol Sound Crystal","Предмет - Звонкий Кристалл Гимна",active,1,/skill0000.webp
2147-jewel-carol,"Item - Carol Sound Crystal","Предмет - Звонкий Кристалл Гимна",active,1,/skill0000.webp
2148-jewel-carol,"Item - Carol Sound Crystal","Предмет - Звонкий Кристалл Гимна",active,1,/skill0000.webp
2149-jewel-carol,"Item - Carol Sound Crystal","Предмет - Звонкий Кристалл Гимна",active,1,/skill0000.webp
2150-soul-shot-d,"Soulshot: D-Grade","Заряд Души: Ранг D",active,1,/skill0000.webp
2151-soul-shot-c,"Soulshot: C-Grade","Заряд Души: Ранг C",active,1,/skill0000.webp
2152-soul-shot-b,"Soulshot: B-Grade","Заряд Души: Ранг B",active,1,/skill0000.webp
2153-soul-shot-a,"Soulshot: A-Grade","Заряд Души: Ранг A",active,1,/skill0000.webp
2154-soul-shot-s,"Soulshot: S-Grade","Заряд Души: Ранг S",active,1,/skill0000.webp
2155-spirit-shot-d,"Spiritshot: D-Grade","Заряд Духа: Ранг D",active,1,/skill0000.webp
2156-spirit-shot-c,"Spiritshot: C-Grade","Заряд Духа: Ранг C",active,1,/skill0000.webp
2157-spirit-shot-b,"Spiritshot: B-Grade","Заряд Духа: Ранг B",active,1,/skill0000.webp
2158-spirit-shot-a,"Spiritshot: A-Grade","Заряд Духа: Ранг A",active,1,/skill0000.webp
2159-spirit-shot-s,"Spiritshot: S-Grade","Заряд Духа: Ранг S",active,1,/skill0000.webp
2160-blessed-spiritshot-d,"Blessed Spiritshot: D-Grade","Благословенный Заряд Духа: Ранг D",active,1,/skill0000.webp
2161-blessed-spiritshot-c,"Blessed Spiritshot: C-Grade","Благословенный Заряд Духа: Ранг C",active,1,/skill0000.webp
2162-blessed-spiritshot-b,"Blessed Spiritshot: B-Grade","Благословенный Заряд Духа: Ранг B",active,1,/skill0000.webp
2163-blessed-spiritshot-a,"Blessed Spiritshot: A-Grade","Благословенный Заряд Духа: Ранг A",active,1,/skill0000.webp
2164-blessed-spiritshot-s,"Blessed Spiritshot: S-Grade","Благословенный Заряд Духа: Ранг S",active,1,/skill0000.webp
2165-energy-stone,"Energy Stone","Камень Энергии",active,1,/skill0000.webp
2166-cp-potion,"CP Gauge Potion","Зелье Шкалы CP",active,2,/skill0000.webp
2167-sp-scroll,"Scroll of SP","Свиток SP",active,3,/skill0000.webp
2168-charm-of-luck,"Raid Blessing","Благословение Рейда",active,6,/etc_orcish_talisman_i00.webp
2169-potion-of-acumen,"Magic Haste Potion","Зелье Ускорения Магии",active,2,/etc_reagent_green_i00.webp
2170-scroll-of-awake,"Scroll: Cancel Sleep","Свиток: Пробуждение",active,1,/skill0000.webp
2171-page-of-spellbook,"Spellbook Paper","Бумага для Книги Заклинаний",active,1,/skill0000.webp
2172-q-giants-scroll,"Scroll of Giants","Свиток Гигантов",active,1,/skill0000.webp
2173-q-giants-book,"Book of Giants","Книга Гигантов",active,1,/skill0000.webp
2174-ingredient-pouch,"Ingredient Bag","Сумка с Ингредиентами",active,3,/skill0000.webp
2175-ingredient-box,"Ingredient Box","Коробка с Ингредиентами",active,1,/skill0000.webp
2176-ancient-papyrus,"Ancient Papyrus","Древний Папирус",active,4,/skill0000.webp
2177-blessed-scroll-of-escape-agit,"Blessed Scroll of Escape: Clan Hall","Благословенный Свиток Телепорта: Клан Холл",active,1,/skill0000.webp
2178-blessed-scroll-of-escape-castle,"Blessed Scroll of Escape: Castle","Благословенный Свиток Телепорта: Замок",active,1,/skill0000.webp
2179-blessed-scroll-of-resurrection-pet,"Blessed Scroll of Resurrection: Pet","Благословенный Свиток Воскрешения: Питомец",active,1,/skill0000.webp
2180-advdeluxe-food-for-strider,"Feed: Castle Strider","Еда: Ездовой Дракон Замка",active,1,/skill0000.webp
2181-fishing-shot-none,"Item - Fishing Shot","Предмет - Магическая Снасть",active,1,/skill0000.webp
2182-fishing-shot-d,"Item - Fishing Shot","Предмет - Магическая Снасть",active,1,/skill0000.webp
2183-fishing-shot-c,"Item - Fishing Shot","Предмет - Магическая Снасть",active,1,/skill0000.webp
2184-fishing-shot-b,"Item - Fishing Shot","Предмет - Магическая Снасть",active,1,/skill0000.webp
2185-fishing-shot-a,"Item - Fishing Shot","Предмет - Магическая Снасть",active,1,/skill0000.webp
2186-fishing-shot-s,"Item - Fishing Shot","Предмет - Магическая Снасть",active,1,/skill0000.webp
2033-beast-soul-shot,"Item - Beast Soul Shot","Предмет - Заряд Души Зверя",active,1,/skill0000.webp
2008-beast-spirit-shot,"Item - Beast Spirit Shot","Предмет - Заряд Духа Зверя",active,1,/skill0000.webp
2009-blessed-beast-spirit-shot,"Item - Beast Blessed Spirit Shot","Предмет - Благословенный Заряд Духа Зверя",active,1,/skill0000.webp
2187-jewel-minu,"Item - Special Sound Crystal","Предмет - Особый Звонкий Кристалл",active,1,/skill0000.webp
2188-golden-spice,"Golden Spice","Золотые Пряности",active,1,/skill0000.webp
2189-crystal-spice,"Crystal Spice","Кристальные Пряности",active,1,/skill0000.webp
2190-small-green-swift-fish,"Item - Green Fish","Предмет - Зеленая Рыба",active,9,/skill0000.webp
2191-small-jade-swift-fish,"Item - Jade Fish","Предмет - Салатовая Рыба",active,9,/skill0000.webp
2192-small-blue-swift-fish,"Item - Blue Fish","Предмет - Синяя Рыба",active,9,/skill0000.webp
2193-small-yellow-swift-fish,"Item - Yellow Fish","Предмет - Желтая Рыба",active,9,/skill0000.webp
2194-small-orange-swift-fish,"Item - Orange Fish","Предмет - Оранжевая Рыба",active,9,/skill0000.webp
2195-small-violet-swift-fish,"Item - Violet Fish","Предмет - Фиолетовая Рыба",active,9,/skill0000.webp
2196-small-red-swift-fish,"Item - Red Fish","Предмет - Красная Рыба",active,9,/skill0000.webp
2197-small-white-swift-fish,"Item - White Fish","Предмет - Белая Рыба",active,9,/skill0000.webp
2198-small-black-swift-fish,"Item - Black Fish","Предмет - Черная Рыба",active,9,/skill0000.webp
2199-small-green-treasure-box,"Item - Green Treasue Box","Предмет - Зеленая Коробка с Сокровищами",active,3,/skill0000.webp
2200-small-jade-treasure-box,"Item - Jade Treasue Box","Предмет - Салатовая Коробка с Сокровищами",active,3,/skill0000.webp
2201-small-blue-treasure-box,"Item - Blue Treasue Box","Предмет - Синяя Коробка с Сокровищами",active,3,/skill0000.webp
2202-small-yellow-treasure-box,"Item - Yellow Treasue Box","Предмет - Желтая Коробка с Сокровищами",active,3,/skill0000.webp
2203-small-orange-treasure-box,"Item - Orange Treasue Box","Предмет - Оранжевая Коробка с Сокровищами",active,3,/skill0000.webp
2204-small-violet-treasure-box,"Item - Violet Treasue Box","Предмет - Фиолетовая Коробка с Сокровищами",active,3,/skill0000.webp
2205-small-red-treasure-box,"Item - Red Treasue Box","Предмет - Красная Коробка с Сокровищами",active,3,/skill0000.webp
2206-small-white-treasure-box,"Item - White Treasue Box","Предмет - Белая Коробка с Сокровищами",active,3,/skill0000.webp
2207-small-black-treasure-box,"Item - Black Treasue Box","Предмет - Черная Коробка с Сокровищами",active,3,/skill0000.webp
2208-blessed-scroll-of-enchant-armor-s,"Item - Blessed Scroll of Enchant Armor","Предмет - Благословенный Свиток Зачарования Брони",active,1,/skill0000.webp
2209-blessed-scroll-of-enchant-armor-a,"Item - Blessed Scroll of Enchant Armor","Предмет - Благословенный Свиток Зачарования Брони",active,1,/skill0000.webp
2210-blessed-scroll-of-enchant-armor-b,"Item - Blessed Scroll of Enchant Armor","Предмет - Благословенный Свиток Зачарования Брони",active,1,/skill0000.webp
2211-blessed-scroll-of-enchant-armor-c,"Item - Blessed Scroll of Enchant Armor","Предмет - Благословенный Свиток Зачарования Брони",active,1,/skill0000.webp
2212-blessed-scroll-of-enchant-armor-d,"Item - Blessed Scroll of Enchant Armor","Предмет - Благословенный Свиток Зачарования Брони",active,1,/skill0000.webp
